pair,adf_p,beta,tr_sharpe,te_sharpe,te_total,te_trades,te_sharpe_maker
BCH/DOT,0.8219626411579887,0.5414639230964774,-0.4910051353298792,-0.0422400948822617,-0.042161570625173894,32,0.08752848020816374
BCH/ETC,0.3017332212549618,0.6068939506156036,0.14179848338382878,-0.13949180486547808,-0.17515049302827923,40,-0.010436343028586521
BCH/ETH,0.021867700515007096,1.3239354571558597,0.33030137951494987,-0.6991045672345904,-1.1248000510825524,36,-0.605962231137535
BCH/FET,0.31836661583249215,0.3985372208673238,-0.5888477957420116,-0.16535709102272286,-0.13570107111608176,30,-0.01661508449377075
BCH/FIL,0.6052372691750478,0.4999686142351641,0.19715274232238442,0.39783852124323826,0.43414353965199887,36,0.5291205516770914
BCH/LINK,0.5779274300307472,0.8582502528557241,-0.7153171512361145,-0.20893918103101322,-0.2084834868152612,30,-0.08635453908987892
BCH/LTC,0.33412325231642714,1.3862232652297755,0.4707216979243843,0.7103920149292334,1.1284001729723263,40,0.809345671424253
BCH/MANA,0.9148493531731018,0.2515562750667864,-0.48475092787112384,0.11955409589211785,0.10958545910655826,33,0.26437738318578813
BCH/MKR,8.719588422471255e-07,1.141551369432629,0.5850436742340712,0.3657416838564362,0.6118376079665684,30,0.43582952988180185
BCH/NEAR,0.9506937668476486,0.26718065648622924,-0.43456182775445834,0.14945943563563505,0.13030826004853868,34,0.30583877301130424
BCH/OP,0.7969953648980046,0.6349091074323099,-1.54950561543151,-0.7874560579833205,-0.722357103137927,24,-0.6776424745057475
BCH/SAND,0.4245570871583042,-0.6587696478993054,-0.04543474910604367,0.3021685473382383,0.4949917162353334,24,0.3610467687295977
BCH/SHIB,0.014372793087063176,0.6544518610696687,-0.5642453708826307,-0.10012264862751769,-0.113632114574859,35,0.02489138021395718
