symbol,entry_ts,exit_ts,side,entry,exit,gross_bps,net_bps,exit_reason,day
1000PEPE,2025-08-14 14:00:00+00:00,2025-08-14 17:00:00+00:00,-1,0.0112652,0.011039895999999999,200.00000000000128,188.50000000000128,TP,2025-08-14
1000PEPE,2025-09-05 16:00:00+00:00,2025-09-05 21:00:00+00:00,-1,0.0096023,0.009794345999999999,-200.00000000000017,-211.50000000000017,SL,2025-09-05
1000PEPE,2025-09-13 15:00:00+00:00,2025-09-13 16:00:00+00:00,-1,0.0121294,0.011886812,200.00000000000017,188.50000000000017,TP,2025-09-13
1000PEPE,2025-09-22 02:00:00+00:00,2025-09-22 05:00:00+00:00,-1,0.0101441,0.009941218,200.00000000000017,188.50000000000017,TP,2025-09-22
1000PEPE,2025-10-10 17:00:00+00:00,2025-10-10 17:00:00+00:00,-1,0.0087784,0.008602832,200.00000000000128,188.50000000000128,TP,2025-10-10
1000PEPE,2025-10-10 22:00:00+00:00,2025-10-10 22:00:00+00:00,-1,0.006821,0.00668458,200.00000000000017,188.50000000000017,TP,2025-10-10
1000PEPE,2025-11-03 05:00:00+00:00,2025-11-03 06:00:00+00:00,-1,0.0062356,0.006110888,200.00000000000017,188.50000000000017,TP,2025-11-03
1000PEPE,2025-11-04 07:00:00+00:00,2025-11-04 07:00:00+00:00,-1,0.0056221,0.005509658,200.00000000000017,188.50000000000017,TP,2025-11-04
1000PEPE,2025-12-01 02:00:00+00:00,2025-12-01 04:00:00+00:00,-1,0.0042656,0.004180288,199.99999999999906,188.49999999999906,TP,2025-12-01
1000PEPE,2025-12-05 18:00:00+00:00,2025-12-06 12:00:00+00:00,-1,0.0043637,0.004450974,-200.00000000000017,-211.50000000000017,SL,2025-12-05
1000PEPE,2025-12-17 17:00:00+00:00,2025-12-17 18:00:00+00:00,-1,0.0039553,0.003876194,200.00000000000017,188.50000000000017,TP,2025-12-17
1000PEPE,2025-12-18 19:00:00+00:00,2025-12-18 19:00:00+00:00,-1,0.0037441,0.003669218,200.00000000000017,188.50000000000017,TP,2025-12-18
1000PEPE,2025-12-31 18:00:00+00:00,2026-01-01 05:00:00+00:00,-1,0.0039995,0.00407949,-200.00000000000017,-211.50000000000017,SL,2025-12-31
1000PEPE,2026-01-21 18:00:00+00:00,2026-01-21 19:00:00+00:00,-1,0.0049038,0.005001876,-200.00000000000017,-211.50000000000017,SL,2026-01-21
