symbol,entry_ts,exit_ts,side,entry,exit,gross_bps,net_bps,exit_reason,day
1000PEPE,2025-08-14 13:00:00+00:00,2025-08-14 13:00:00+00:00,-1,0.0112138,0.010989523999999999,200.00000000000017,188.50000000000017,TP,2025-08-14
1000PEPE,2025-09-05 15:00:00+00:00,2025-09-05 20:00:00+00:00,-1,0.0095507,0.009741714,-200.00000000000017,-211.50000000000017,SL,2025-09-05
1000PEPE,2025-09-13 14:00:00+00:00,2025-09-13 17:00:00+00:00,-1,0.0121009,0.011858882,200.00000000000017,188.50000000000017,TP,2025-09-13
1000PEPE,2025-09-22 01:00:00+00:00,2025-09-22 05:00:00+00:00,-1,0.0101375,0.009934750000000001,200.00000000000017,188.50000000000017,TP,2025-09-22
1000PEPE,2025-09-25 18:00:00+00:00,2025-09-25 18:00:00+00:00,-1,0.0089116,0.009089832,-200.00000000000017,-211.50000000000017,SL,2025-09-25
1000PEPE,2025-10-10 16:00:00+00:00,2025-10-10 17:00:00+00:00,-1,0.0087663,0.008590974,200.00000000000017,188.50000000000017,TP,2025-10-10
1000PEPE,2025-10-10 18:00:00+00:00,2025-10-10 18:00:00+00:00,-1,0.008418,0.00858636,-200.00000000000017,-211.50000000000017,SL,2025-10-10
1000PEPE,2025-10-10 21:00:00+00:00,2025-10-10 21:00:00+00:00,-1,0.0080639,0.007902622,200.00000000000128,188.50000000000128,TP,2025-10-10
1000PEPE,2025-10-10 22:00:00+00:00,2025-10-10 22:00:00+00:00,-1,0.006821,0.00668458,200.00000000000017,188.50000000000017,TP,2025-10-10
1000PEPE,2025-10-30 05:00:00+00:00,2025-10-30 05:00:00+00:00,-1,0.0067942,0.006930084,-200.00000000000017,-211.50000000000017,SL,2025-10-30
1000PEPE,2025-11-03 04:00:00+00:00,2025-11-03 06:00:00+00:00,-1,0.0062162,0.0060918759999999995,200.00000000000017,188.50000000000017,TP,2025-11-03
1000PEPE,2025-11-03 16:00:00+00:00,2025-11-03 17:00:00+00:00,-1,0.0057402,0.0058550040000000005,-200.00000000000017,-211.50000000000017,SL,2025-11-03
1000PEPE,2025-11-04 06:00:00+00:00,2025-11-04 06:00:00+00:00,-1,0.0055075,0.00561765,-200.00000000000017,-211.50000000000017,SL,2025-11-04
1000PEPE,2025-11-21 08:00:00+00:00,2025-11-21 10:00:00+00:00,-1,0.0042497,0.004164706000000001,199.99999999999906,188.49999999999906,TP,2025-11-21
1000PEPE,2025-12-01 01:00:00+00:00,2025-12-01 05:00:00+00:00,-1,0.0042475,0.00416255,200.00000000000017,188.50000000000017,TP,2025-12-01
1000PEPE,2025-12-05 17:00:00+00:00,2025-12-06 12:00:00+00:00,-1,0.0043365,0.00442323,-200.00000000000017,-211.50000000000017,SL,2025-12-05
1000PEPE,2025-12-17 16:00:00+00:00,2025-12-17 16:00:00+00:00,-1,0.004026,0.00394548,199.99999999999906,188.49999999999906,TP,2025-12-17
1000PEPE,2025-12-18 18:00:00+00:00,2025-12-18 19:00:00+00:00,-1,0.0037775,0.00370195,200.00000000000017,188.50000000000017,TP,2025-12-18
1000PEPE,2025-12-31 17:00:00+00:00,2026-01-01 06:00:00+00:00,-1,0.0040192,0.004099584,-200.00000000000017,-211.50000000000017,SL,2025-12-31
1000PEPE,2026-01-19 01:00:00+00:00,2026-01-19 16:00:00+00:00,-1,0.0051772,0.0052807439999999995,-200.00000000000017,-211.50000000000017,SL,2026-01-19
1000PEPE,2026-01-21 17:00:00+00:00,2026-01-21 19:00:00+00:00,-1,0.0048865,0.00498423,-200.00000000000017,-211.50000000000017,SL,2026-01-21
1000PEPE,2026-01-31 15:00:00+00:00,2026-01-31 17:00:00+00:00,-1,0.004233,0.0041483399999999995,200.00000000000017,188.50000000000017,TP,2026-01-31
1000PEPE,2026-01-31 18:00:00+00:00,2026-01-31 18:00:00+00:00,-1,0.0040871,0.004005358,200.00000000000017,188.50000000000017,TP,2026-01-31
1000PEPE,2026-02-23 02:00:00+00:00,2026-02-23 06:00:00+00:00,-1,0.0038798,0.003957396,-200.00000000000017,-211.50000000000017,SL,2026-02-23
1000PEPE,2026-02-28 07:00:00+00:00,2026-02-28 07:00:00+00:00,-1,0.0034535,0.00352257,-200.00000000000017,-211.50000000000017,SL,2026-02-28
1000PEPE,2026-03-13 15:00:00+00:00,2026-03-13 17:00:00+00:00,-1,0.0034883,0.003418534,200.00000000000017,188.50000000000017,TP,2026-03-13
1000PEPE,2026-03-29 23:00:00+00:00,2026-03-30 00:00:00+00:00,-1,0.003245,0.0033099,-200.00000000000017,-211.50000000000017,SL,2026-03-29
1000SHIB,2025-09-09 15:00:00+00:00,2025-09-10 13:00:00+00:00,-1,0.012866,0.01312332,-200.00000000000017,-211.50000000000017,SL,2025-09-09
1000SHIB,2025-09-22 01:00:00+00:00,2025-09-22 05:00:00+00:00,-1,0.012511,0.012260779999999999,200.00000000000017,188.50000000000017,TP,2025-09-22
1000SHIB,2025-10-10 22:00:00+00:00,2025-10-10 22:00:00+00:00,-1,0.009218,0.00940236,-200.00000000000017,-211.50000000000017,SL,2025-10-10
1000SHIB,2025-11-03 04:00:00+00:00,2025-11-03 10:00:00+00:00,-1,0.009721,0.00952658,200.00000000000017,188.50000000000017,TP,2025-11-03
1000SHIB,2025-11-03 16:00:00+00:00,2025-11-03 17:00:00+00:00,-1,0.009239,0.009423780000000001,-200.00000000000017,-211.50000000000017,SL,2025-11-03
1000SHIB,2025-11-04 06:00:00+00:00,2025-11-04 06:00:00+00:00,-1,0.008904,0.009082080000000001,-200.00000000000017,-211.50000000000017,SL,2025-11-04
1000SHIB,2025-11-20 17:00:00+00:00,2025-11-20 17:00:00+00:00,-1,0.008419,0.008250619999999998,200.00000000000128,188.50000000000128,TP,2025-11-20
1000SHIB,2025-11-21 08:00:00+00:00,2025-11-21 11:00:00+00:00,-1,0.007885,0.0077272999999999994,200.00000000000017,188.50000000000017,TP,2025-11-21
1000SHIB,2025-12-01 01:00:00+00:00,2025-12-02 01:00:00+00:00,-1,0.007964,0.00796,5.022601707684871,-6.477398292315129,TIME,2025-12-01
1000SHIB,2025-12-12 16:00:00+00:00,2025-12-13 03:00:00+00:00,-1,0.008173,0.00833646,-200.00000000000017,-211.50000000000017,SL,2025-12-12
1000SHIB,2025-12-17 16:00:00+00:00,2025-12-17 16:00:00+00:00,-1,0.007723,0.0075685399999999995,200.00000000000017,188.50000000000017,TP,2025-12-17
1000SHIB,2025-12-18 15:00:00+00:00,2025-12-18 15:00:00+00:00,-1,0.007298,0.00744396,-200.00000000000017,-211.50000000000017,SL,2025-12-18
