symbol,entry_ts,exit_ts,side,entry,exit,gross_bps,net_bps,exit_reason,day
1000PEPE,2025-08-14 13:00:00+00:00,2025-08-14 18:00:00+00:00,-1,0.0112138,0.010877386,300.0000000000003,288.5000000000003,TP,2025-08-14
1000PEPE,2025-09-05 15:00:00+00:00,2025-09-06 15:00:00+00:00,-1,0.0095507,0.0095951,-46.48873904530504,-57.98873904530504,TIME,2025-09-05
1000PEPE,2025-09-13 14:00:00+00:00,2025-09-13 17:00:00+00:00,-1,0.0121009,0.011737873,300.0000000000003,288.5000000000003,TP,2025-09-13
1000PEPE,2025-09-22 01:00:00+00:00,2025-09-22 05:00:00+00:00,-1,0.0101375,0.009833375,300.0000000000003,288.5000000000003,TP,2025-09-22
1000PEPE,2025-09-25 18:00:00+00:00,2025-09-25 19:00:00+00:00,-1,0.0089116,0.009178948000000001,-300.0000000000003,-311.5000000000003,SL,2025-09-25
1000PEPE,2025-10-10 16:00:00+00:00,2025-10-10 17:00:00+00:00,-1,0.0087663,0.008503311,300.0000000000003,288.5000000000003,TP,2025-10-10
1000PEPE,2025-10-10 18:00:00+00:00,2025-10-10 18:00:00+00:00,-1,0.008418,0.008670540000000001,-300.0000000000003,-311.5000000000003,SL,2025-10-10
1000PEPE,2025-10-10 21:00:00+00:00,2025-10-10 21:00:00+00:00,-1,0.0080639,0.007821983000000001,299.99999999999915,288.49999999999915,TP,2025-10-10
1000PEPE,2025-10-10 22:00:00+00:00,2025-10-10 22:00:00+00:00,-1,0.006821,0.00661637,300.0000000000003,288.5000000000003,TP,2025-10-10
1000PEPE,2025-10-30 05:00:00+00:00,2025-10-30 07:00:00+00:00,-1,0.0067942,0.006998026,-300.0000000000003,-311.5000000000003,SL,2025-10-30
1000PEPE,2025-11-03 04:00:00+00:00,2025-11-03 15:00:00+00:00,-1,0.0062162,0.006029713999999999,300.0000000000003,288.5000000000003,TP,2025-11-03
1000PEPE,2025-11-03 16:00:00+00:00,2025-11-03 17:00:00+00:00,-1,0.0057402,0.005912406,-300.0000000000003,-311.5000000000003,SL,2025-11-03
1000PEPE,2025-11-04 06:00:00+00:00,2025-11-04 06:00:00+00:00,-1,0.0055075,0.005672725,-300.0000000000003,-311.5000000000003,SL,2025-11-04
1000PEPE,2025-11-21 08:00:00+00:00,2025-11-21 11:00:00+00:00,-1,0.0042497,0.004122209,300.00000000000136,288.50000000000136,TP,2025-11-21
1000PEPE,2025-12-01 01:00:00+00:00,2025-12-01 11:00:00+00:00,-1,0.0042475,0.004120075,300.00000000000136,288.50000000000136,TP,2025-12-01
1000PEPE,2025-12-05 17:00:00+00:00,2025-12-06 12:00:00+00:00,-1,0.0043365,0.004466595,-300.0000000000003,-311.5000000000003,SL,2025-12-05
1000PEPE,2025-12-17 16:00:00+00:00,2025-12-17 16:00:00+00:00,-1,0.004026,0.00390522,300.0000000000003,288.5000000000003,TP,2025-12-17
1000PEPE,2025-12-18 18:00:00+00:00,2025-12-18 19:00:00+00:00,-1,0.0037775,0.003664175,300.0000000000003,288.5000000000003,TP,2025-12-18
1000PEPE,2025-12-31 17:00:00+00:00,2026-01-01 09:00:00+00:00,-1,0.0040192,0.0041397759999999995,-300.0000000000003,-311.5000000000003,SL,2025-12-31
1000PEPE,2026-01-19 01:00:00+00:00,2026-01-20 01:00:00+00:00,-1,0.0051772,0.0052424,-125.93679981457217,-137.43679981457217,TIME,2026-01-19
1000PEPE,2026-01-21 17:00:00+00:00,2026-01-21 19:00:00+00:00,-1,0.0048865,0.0050330950000000005,-300.0000000000003,-311.5000000000003,SL,2026-01-21
1000PEPE,2026-01-31 15:00:00+00:00,2026-01-31 17:00:00+00:00,-1,0.004233,0.004106009999999999,300.00000000000136,288.50000000000136,TP,2026-01-31
1000PEPE,2026-01-31 18:00:00+00:00,2026-01-31 18:00:00+00:00,-1,0.0040871,0.003964487,299.99999999999915,288.49999999999915,TP,2026-01-31
1000PEPE,2026-02-23 02:00:00+00:00,2026-02-23 06:00:00+00:00,-1,0.0038798,0.003996194,-300.0000000000003,-311.5000000000003,SL,2026-02-23
1000PEPE,2026-02-28 07:00:00+00:00,2026-02-28 13:00:00+00:00,-1,0.0034535,0.003557105,-300.0000000000003,-311.5000000000003,SL,2026-02-28
1000PEPE,2026-03-13 15:00:00+00:00,2026-03-13 19:00:00+00:00,-1,0.0034883,0.003383651,300.0000000000003,288.5000000000003,TP,2026-03-13
1000PEPE,2026-03-29 23:00:00+00:00,2026-03-30 00:00:00+00:00,-1,0.003245,0.00334235,-300.0000000000003,-311.5000000000003,SL,2026-03-29
1000SHIB,2025-09-09 15:00:00+00:00,2025-09-10 15:00:00+00:00,-1,0.012866,0.013044,-138.34913726099796,-149.84913726099796,TIME,2025-09-09
1000SHIB,2025-09-22 01:00:00+00:00,2025-09-22 06:00:00+00:00,-1,0.012511,0.01213567,300.0000000000003,288.5000000000003,TP,2025-09-22
1000SHIB,2025-10-10 22:00:00+00:00,2025-10-10 22:00:00+00:00,-1,0.009218,0.009494540000000001,-300.0000000000003,-311.5000000000003,SL,2025-10-10
1000SHIB,2025-11-03 04:00:00+00:00,2025-11-03 15:00:00+00:00,-1,0.009721,0.00942937,300.00000000000136,288.50000000000136,TP,2025-11-03
1000SHIB,2025-11-03 16:00:00+00:00,2025-11-04 05:00:00+00:00,-1,0.009239,0.00896183,300.0000000000003,288.5000000000003,TP,2025-11-03
1000SHIB,2025-11-04 06:00:00+00:00,2025-11-04 11:00:00+00:00,-1,0.008904,0.009171120000000001,-300.0000000000003,-311.5000000000003,SL,2025-11-04
1000SHIB,2025-11-20 17:00:00+00:00,2025-11-20 18:00:00+00:00,-1,0.008419,0.008166429999999999,300.0000000000003,288.5000000000003,TP,2025-11-20
1000SHIB,2025-11-21 08:00:00+00:00,2025-11-21 12:00:00+00:00,-1,0.007885,0.007648449999999999,300.0000000000003,288.5000000000003,TP,2025-11-21
1000SHIB,2025-12-01 01:00:00+00:00,2025-12-02 01:00:00+00:00,-1,0.007964,0.00796,5.022601707684871,-6.477398292315129,TIME,2025-12-01
