symbol,entry_ts,exit_ts,side,entry,exit,gross_bps,net_bps,exit_reason,day
1000PEPE,2025-07-01 15:00:00+00:00,2025-07-02 15:00:00+00:00,-1,0.0094177,0.009700231,-300.0000000000003,-311.5000000000003,SL,2025-07-01
1000PEPE,2025-07-15 15:00:00+00:00,2025-07-15 15:00:00+00:00,-1,0.0120113,0.012371639000000002,-300.0000000000003,-311.5000000000003,SL,2025-07-15
1000PEPE,2025-07-25 15:00:00+00:00,2025-07-25 20:00:00+00:00,-1,0.0119406,0.012298818000000001,-300.0000000000003,-311.5000000000003,SL,2025-07-25
1000PEPE,2025-07-30 19:00:00+00:00,2025-07-30 19:00:00+00:00,-1,0.0111921,0.010856336999999999,300.00000000000136,288.50000000000136,TP,2025-07-30
1000PEPE,2025-08-01 14:00:00+00:00,2025-08-01 14:00:00+00:00,-1,0.0103365,0.010646595,-300.0000000000003,-311.5000000000003,SL,2025-08-01
1000PEPE,2025-08-05 15:00:00+00:00,2025-08-06 14:00:00+00:00,-1,0.010162,0.01046686,-300.0000000000003,-311.5000000000003,SL,2025-08-05
1000PEPE,2025-08-14 13:00:00+00:00,2025-08-14 18:00:00+00:00,-1,0.0112138,0.010877386,300.0000000000003,288.5000000000003,TP,2025-08-14
1000PEPE,2025-08-19 15:00:00+00:00,2025-08-20 13:00:00+00:00,-1,0.0104371,0.010123987,300.0000000000003,288.5000000000003,TP,2025-08-19
1000PEPE,2025-08-24 20:00:00+00:00,2025-08-24 22:00:00+00:00,-1,0.0110118,0.010681446,300.0000000000003,288.5000000000003,TP,2025-08-24
1000PEPE,2025-08-25 20:00:00+00:00,2025-08-25 20:00:00+00:00,-1,0.0098907,0.009593979,300.0000000000003,288.5000000000003,TP,2025-08-25
1000PEPE,2025-08-29 14:00:00+00:00,2025-08-29 17:00:00+00:00,-1,0.009785,0.00949145,300.0000000000003,288.5000000000003,TP,2025-08-29
1000PEPE,2025-09-05 15:00:00+00:00,2025-09-06 15:00:00+00:00,-1,0.0095507,0.0095951,-46.48873904530504,-57.98873904530504,TIME,2025-09-05
1000PEPE,2025-09-15 09:00:00+00:00,2025-09-16 09:00:00+00:00,-1,0.0107315,0.0107901,-54.60560033546224,-66.10560033546224,TIME,2025-09-15
1000PEPE,2025-09-22 01:00:00+00:00,2025-09-22 05:00:00+00:00,-1,0.0101375,0.009833375,300.0000000000003,288.5000000000003,TP,2025-09-22
1000PEPE,2025-09-22 06:00:00+00:00,2025-09-22 06:00:00+00:00,-1,0.00986,0.0095642,300.0000000000003,288.5000000000003,TP,2025-09-22
1000PEPE,2025-09-22 07:00:00+00:00,2025-09-23 03:00:00+00:00,-1,0.0097113,0.009419961000000001,300.0000000000003,288.5000000000003,TP,2025-09-22
1000PEPE,2025-09-23 18:00:00+00:00,2025-09-24 04:00:00+00:00,-1,0.0096183,0.009329750999999999,300.00000000000136,288.50000000000136,TP,2025-09-23
1000PEPE,2025-09-25 05:00:00+00:00,2025-09-25 12:00:00+00:00,-1,0.0094305,0.009147585,300.0000000000003,288.5000000000003,TP,2025-09-25
1000PEPE,2025-09-25 18:00:00+00:00,2025-09-25 19:00:00+00:00,-1,0.0089116,0.009178948000000001,-300.0000000000003,-311.5000000000003,SL,2025-09-25
1000PEPE,2025-10-05 10:00:00+00:00,2025-10-05 19:00:00+00:00,-1,0.0100242,0.009723474000000001,299.99999999999915,288.49999999999915,TP,2025-10-05
1000PEPE,2025-10-10 21:00:00+00:00,2025-10-10 21:00:00+00:00,-1,0.0080639,0.007821983000000001,299.99999999999915,288.49999999999915,TP,2025-10-10
1000PEPE,2025-10-16 16:00:00+00:00,2025-10-16 20:00:00+00:00,-1,0.0069507,0.006742178999999999,300.00000000000136,288.50000000000136,TP,2025-10-16
1000PEPE,2025-10-21 23:00:00+00:00,2025-10-22 09:00:00+00:00,-1,0.0069919,0.006782142999999999,300.0000000000003,288.5000000000003,TP,2025-10-21
1000PEPE,2025-10-28 20:00:00+00:00,2025-10-28 21:00:00+00:00,-1,0.007061,0.006849169999999999,300.0000000000003,288.5000000000003,TP,2025-10-28
1000PEPE,2025-10-30 05:00:00+00:00,2025-10-30 07:00:00+00:00,-1,0.0067942,0.006998026,-300.0000000000003,-311.5000000000003,SL,2025-10-30
1000PEPE,2025-10-30 13:00:00+00:00,2025-10-30 15:00:00+00:00,-1,0.0066641,0.006464177,300.0000000000003,288.5000000000003,TP,2025-10-30
1000PEPE,2025-11-03 16:00:00+00:00,2025-11-03 17:00:00+00:00,-1,0.0057402,0.005912406,-300.0000000000003,-311.5000000000003,SL,2025-11-03
1000PEPE,2025-11-04 06:00:00+00:00,2025-11-04 06:00:00+00:00,-1,0.0055075,0.005672725,-300.0000000000003,-311.5000000000003,SL,2025-11-04
1000PEPE,2025-11-10 15:00:00+00:00,2025-11-10 22:00:00+00:00,-1,0.0061005,0.006283515,-300.0000000000003,-311.5000000000003,SL,2025-11-10
1000PEPE,2025-11-12 16:00:00+00:00,2025-11-12 17:00:00+00:00,-1,0.0058255,0.005650735,300.0000000000003,288.5000000000003,TP,2025-11-12
1000PEPE,2025-11-13 16:00:00+00:00,2025-11-13 17:00:00+00:00,-1,0.0058204,0.005645788,300.0000000000003,288.5000000000003,TP,2025-11-13
1000PEPE,2025-11-17 18:00:00+00:00,2025-11-17 19:00:00+00:00,-1,0.0047923,0.004648531,300.0000000000003,288.5000000000003,TP,2025-11-17
1000PEPE,2025-11-19 16:00:00+00:00,2025-11-19 17:00:00+00:00,-1,0.0046829,0.004542413,300.0000000000003,288.5000000000003,TP,2025-11-19
1000PEPE,2025-11-20 17:00:00+00:00,2025-11-20 17:00:00+00:00,-1,0.0046751,0.004534847,300.0000000000003,288.5000000000003,TP,2025-11-20
1000PEPE,2025-11-21 16:00:00+00:00,2025-11-21 17:00:00+00:00,-1,0.0041646,0.004289538,-300.0000000000003,-311.5000000000003,SL,2025-11-21
1000PEPE,2025-11-28 17:00:00+00:00,2025-11-29 17:00:00+00:00,-1,0.0046704,0.0045302879999999995,300.00000000000136,288.50000000000136,TP,2025-11-28
1000PEPE,2025-12-01 01:00:00+00:00,2025-12-01 11:00:00+00:00,-1,0.0042475,0.004120075,300.00000000000136,288.50000000000136,TP,2025-12-01
1000PEPE,2025-12-01 16:00:00+00:00,2025-12-02 14:00:00+00:00,-1,0.0040162,0.0041366860000000005,-300.0000000000003,-311.5000000000003,SL,2025-12-01
1000PEPE,2025-12-05 17:00:00+00:00,2025-12-06 12:00:00+00:00,-1,0.0043365,0.004466595,-300.0000000000003,-311.5000000000003,SL,2025-12-05
1000PEPE,2025-12-12 16:00:00+00:00,2025-12-13 16:00:00+00:00,-1,0.0043148,0.0044079,-215.7689811810526,-227.2689811810526,TIME,2025-12-12
1000PEPE,2025-12-15 15:00:00+00:00,2025-12-15 15:00:00+00:00,-1,0.0041807,0.004055279,299.99999999999915,288.49999999999915,TP,2025-12-15
1000PEPE,2025-12-17 16:00:00+00:00,2025-12-17 16:00:00+00:00,-1,0.004026,0.00390522,300.0000000000003,288.5000000000003,TP,2025-12-17
1000PEPE,2025-12-18 18:00:00+00:00,2025-12-18 19:00:00+00:00,-1,0.0037775,0.003664175,300.0000000000003,288.5000000000003,TP,2025-12-18
1000PEPE,2025-12-18 20:00:00+00:00,2025-12-18 22:00:00+00:00,-1,0.0036484,0.003757852,-300.0000000000003,-311.5000000000003,SL,2025-12-18
1000PEPE,2025-12-26 15:00:00+00:00,2025-12-27 15:00:00+00:00,-1,0.0039714,0.0040843,-284.2826207382787,-295.7826207382787,TIME,2025-12-26
1000PEPE,2025-12-29 10:00:00+00:00,2025-12-30 03:00:00+00:00,-1,0.0041416,0.004017351999999999,300.00000000000136,288.50000000000136,TP,2025-12-29
1000PEPE,2026-01-06 17:00:00+00:00,2026-01-06 18:00:00+00:00,-1,0.0064542,0.006647826000000001,-300.0000000000003,-311.5000000000003,SL,2026-01-06
1000PEPE,2026-01-07 01:00:00+00:00,2026-01-07 05:00:00+00:00,-1,0.0065466,0.006742998,-300.0000000000003,-311.5000000000003,SL,2026-01-07
1000PEPE,2026-01-07 10:00:00+00:00,2026-01-07 14:00:00+00:00,-1,0.0067376,0.006535472,300.0000000000003,288.5000000000003,TP,2026-01-07
1000PEPE,2026-01-08 07:00:00+00:00,2026-01-08 10:00:00+00:00,-1,0.006397,0.00620509,300.0000000000003,288.5000000000003,TP,2026-01-08
1000PEPE,2026-01-19 00:00:00+00:00,2026-01-19 00:00:00+00:00,-1,0.0054612,0.005297364,300.00000000000136,288.50000000000136,TP,2026-01-19
1000PEPE,2026-01-20 23:00:00+00:00,2026-01-21 12:00:00+00:00,-1,0.0050208,0.0048701759999999995,300.0000000000003,288.5000000000003,TP,2026-01-20
1000PEPE,2026-01-21 17:00:00+00:00,2026-01-21 19:00:00+00:00,-1,0.0048865,0.0050330950000000005,-300.0000000000003,-311.5000000000003,SL,2026-01-21
1000PEPE,2026-01-29 15:00:00+00:00,2026-01-30 01:00:00+00:00,-1,0.0047318,0.004589846,300.00000000000136,288.50000000000136,TP,2026-01-29
1000PEPE,2026-01-30 02:00:00+00:00,2026-01-30 06:00:00+00:00,-1,0.0046839,0.004543383000000001,299.99999999999915,288.49999999999915,TP,2026-01-30
1000PEPE,2026-01-31 15:00:00+00:00,2026-01-31 17:00:00+00:00,-1,0.004233,0.004106009999999999,300.00000000000136,288.50000000000136,TP,2026-01-31
1000PEPE,2026-01-31 18:00:00+00:00,2026-01-31 18:00:00+00:00,-1,0.0040871,0.003964487,299.99999999999915,288.49999999999915,TP,2026-01-31
