symbol,entry_ts,exit_ts,side,entry,exit,gross_bps,net_bps,exit_reason,day
1000PEPE,2025-07-15 15:00:00+00:00,2025-07-15 15:00:00+00:00,-1,0.0120113,0.012251526,-200.00000000000017,-211.50000000000017,SL,2025-07-15
1000PEPE,2025-08-01 14:00:00+00:00,2025-08-01 14:00:00+00:00,-1,0.0103365,0.01054323,-200.00000000000017,-211.50000000000017,SL,2025-08-01
1000PEPE,2025-08-14 13:00:00+00:00,2025-08-14 13:00:00+00:00,-1,0.0112138,0.010989523999999999,200.00000000000017,188.50000000000017,TP,2025-08-14
1000PEPE,2025-08-24 20:00:00+00:00,2025-08-24 20:00:00+00:00,-1,0.0110118,0.010791564,200.00000000000017,188.50000000000017,TP,2025-08-24
1000PEPE,2025-09-05 15:00:00+00:00,2025-09-05 20:00:00+00:00,-1,0.0095507,0.009741714,-200.00000000000017,-211.50000000000017,SL,2025-09-05
1000PEPE,2025-09-25 18:00:00+00:00,2025-09-25 18:00:00+00:00,-1,0.0089116,0.009089832,-200.00000000000017,-211.50000000000017,SL,2025-09-25
1000PEPE,2025-10-10 21:00:00+00:00,2025-10-10 21:00:00+00:00,-1,0.0080639,0.007902622,200.00000000000128,188.50000000000128,TP,2025-10-10
1000PEPE,2025-10-30 05:00:00+00:00,2025-10-30 05:00:00+00:00,-1,0.0067942,0.006930084,-200.00000000000017,-211.50000000000017,SL,2025-10-30
1000PEPE,2025-11-03 16:00:00+00:00,2025-11-03 17:00:00+00:00,-1,0.0057402,0.0058550040000000005,-200.00000000000017,-211.50000000000017,SL,2025-11-03
1000PEPE,2025-11-04 06:00:00+00:00,2025-11-04 06:00:00+00:00,-1,0.0055075,0.00561765,-200.00000000000017,-211.50000000000017,SL,2025-11-04
1000PEPE,2025-11-12 16:00:00+00:00,2025-11-12 16:00:00+00:00,-1,0.0058255,0.00570899,200.00000000000017,188.50000000000017,TP,2025-11-12
1000PEPE,2025-12-01 01:00:00+00:00,2025-12-01 05:00:00+00:00,-1,0.0042475,0.00416255,200.00000000000017,188.50000000000017,TP,2025-12-01
1000PEPE,2025-12-12 16:00:00+00:00,2025-12-12 16:00:00+00:00,-1,0.0043148,0.004228503999999999,200.00000000000128,188.50000000000128,TP,2025-12-12
1000PEPE,2025-12-17 16:00:00+00:00,2025-12-17 16:00:00+00:00,-1,0.004026,0.00394548,199.99999999999906,188.49999999999906,TP,2025-12-17
1000PEPE,2025-12-26 15:00:00+00:00,2025-12-27 03:00:00+00:00,-1,0.0039714,0.004050828,-200.00000000000017,-211.50000000000017,SL,2025-12-26
1000PEPE,2025-12-29 10:00:00+00:00,2025-12-29 12:00:00+00:00,-1,0.0041416,0.004058768,199.99999999999906,188.49999999999906,TP,2025-12-29
1000PEPE,2026-01-06 18:00:00+00:00,2026-01-06 18:00:00+00:00,-1,0.0064557,0.0065848140000000005,-200.00000000000017,-211.50000000000017,SL,2026-01-06
1000PEPE,2026-01-19 00:00:00+00:00,2026-01-19 00:00:00+00:00,-1,0.0054612,0.0053519760000000005,199.99999999999906,188.49999999999906,TP,2026-01-19
1000PEPE,2026-01-21 17:00:00+00:00,2026-01-21 19:00:00+00:00,-1,0.0048865,0.00498423,-200.00000000000017,-211.50000000000017,SL,2026-01-21
1000PEPE,2026-01-29 16:00:00+00:00,2026-01-29 17:00:00+00:00,-1,0.0046706,0.004764012,-200.00000000000017,-211.50000000000017,SL,2026-01-29
