sym,side,ts,k,v,fwd6,fwd12,fwd24,fwd48,fwd72
1000PEPE,-1,2025-08-14 12:00:00+00:00,3.0,2.0,154.63090121100697,86.0546826231956,188.2501917280488,250.49492589487855,-46.103907685173255
1000PEPE,-1,2025-09-05 14:00:00+00:00,3.0,2.0,-188.15374789282524,-222.60148470792717,-46.48873904530504,-366.5699896342667,-802.9777922037118
1000PEPE,-1,2025-09-13 13:00:00+00:00,3.0,2.0,95.44744605773036,204.69551851515223,703.4187539769765,1182.9698617458196,1070.168334586683
1000PEPE,-1,2025-09-22 00:00:00+00:00,3.0,2.0,461.8495684340318,381.75092478421766,602.811344019728,460.27127003699263,605.0801479654743
1000PEPE,-1,2025-09-25 17:00:00+00:00,3.0,2.0,-322.0521567395296,-270.8828942053043,-562.6374612864126,-367.49854122716476,-408.680820503613
1000PEPE,-1,2025-10-10 15:00:00+00:00,3.0,2.0,2500.598884363985,1965.7095924164125,1945.4045606470227,1534.9691431961032,1081.1859051139006
1000PEPE,-1,2025-10-30 04:00:00+00:00,3.0,2.0,54.45821435930753,592.2698772482404,323.21686144064057,348.97412498896216,110.38827234994608
1000PEPE,-1,2025-11-03 03:00:00+00:00,3.0,2.0,264.7919951095523,608.0885428396765,739.5193204851836,873.5240178887427,747.7236897139727
1000PEPE,-1,2025-11-04 05:00:00+00:00,3.0,2.0,-356.24148887880125,51.74761688606422,-356.0599182932345,-236.5864729913758,-369.31457103948964
1000PEPE,-1,2025-11-21 07:00:00+00:00,3.0,2.0,-86.12372638068466,333.19999058757156,623.573428712616,156.71694472551013,-10.353672023908356
1000PEPE,-1,2025-12-01 00:00:00+00:00,3.0,2.0,223.4255444379052,353.8552089464408,502.6486168334321,-815.5385520894631,-1328.5462036492036
1000PEPE,-1,2025-12-05 16:00:00+00:00,3.0,2.0,-123.37138245128499,-80.01844805719082,-292.8629078750133,-480.57188977285836,-1241.3236481033096
1000PEPE,-1,2025-12-17 15:00:00+00:00,3.0,2.0,272.7272727272734,379.53303527074047,206.65673124689587,-28.812717337307614,-195.9761549925476
1000PEPE,-1,2025-12-18 17:00:00+00:00,3.0,2.0,168.3653209794833,-197.48510919920471,-763.7326273990741,-876.5056254136327,-629.516876240901
1000PEPE,-1,2025-12-31 16:00:00+00:00,3.0,2.0,-33.837579617834734,-161.22611464968185,-1155.4538216560518,-4861.912818471339,-5171.924761146498
1000PEPE,-1,2026-01-19 00:00:00+00:00,3.0,2.0,-69.14934713744935,24.723788920650858,-125.93679981457217,170.94182183419628,-55.4353704705246
1000PEPE,-1,2026-01-21 16:00:00+00:00,3.0,2.0,-526.3481019134342,-569.5282922337053,-203.8268699478163,-587.7417374398841,-246.3931239128203
1000PEPE,-1,2026-01-31 14:00:00+00:00,3.0,2.0,286.79423576659536,91.42452161587488,133.9475549255842,-246.16111504843107,-322.2300968580205
1000PEPE,-1,2026-02-23 01:00:00+00:00,3.0,2.0,-374.246095159545,-483.53007887004475,-101.29388112789294,-422.7022011443893,-596.6802412495498
1000PEPE,-1,2026-02-28 06:00:00+00:00,3.0,2.0,-300.56464456348573,-436.65846242942007,-529.0285217894897,146.5180251918341,-57.91226292167329
1000PEPE,-1,2026-03-13 14:00:00+00:00,3.0,2.0,276.92572313161133,243.38502995728595,399.6215921795721,421.6953817045555,-1177.6510047874322
1000PEPE,-1,2026-03-29 22:00:00+00:00,3.0,2.0,-396.61016949152474,-371.9568567026199,-217.2573189522331,-491.52542372881356,-484.4375963020031
1000PEPE,1,2025-08-22 14:00:00+00:00,3.0,2.0,704.4065016403223,351.1780495079031,527.699075454815,64.02848195645738,-562.1831195943927
1000PEPE,1,2025-09-12 17:00:00+00:00,3.0,2.0,547.1542480065983,815.9862346669966,542.1873752738437,228.6535340186435,-531.1892999370282
1000PEPE,1,2025-10-03 15:00:00+00:00,3.0,2.0,-65.66430223141629,-235.923154228177,-624.0547950551755,-211.72590764067078,42.15004244275234
1000PEPE,1,2025-12-02 15:00:00+00:00,3.0,2.0,424.64276085198094,484.85665498337215,650.2201851352552,807.9446391659917,-255.23501393008075
1000PEPE,1,2025-12-19 03:00:00+00:00,3.0,2.0,217.00910546065268,594.8726022724293,630.0348998924133,657.3250413288201,603.2695688682454
1000PEPE,1,2026-01-01 16:00:00+00:00,3.0,2.0,1326.04693971468,1887.4827427519558,3744.362632305569,4031.0630464795217,6180.855959502991
1000PEPE,1,2026-01-02 16:00:00+00:00,3.0,2.0,-27.765769959765542,100.92109200944277,138.49632560768654,1691.8830844943966,1486.2168722774572
1000PEPE,1,2026-01-04 08:00:00+00:00,3.0,2.0,237.55025383689787,371.5115767233046,-140.8574698476972,-70.13528186166629,-95.81242480265261
1000PEPE,1,2026-01-21 19:00:00+00:00,3.0,2.0,65.56425877574767,-87.80582148728344,-427.2314089546458,-303.45227734261624,-322.0191470844214
1000PEPE,1,2026-02-03 15:00:00+00:00,3.0,2.0,-428.68920032975933,-240.45067326188496,-676.0098928276992,-1456.6730786846194,-1081.1120271136754
1000PEPE,1,2026-02-25 01:00:00+00:00,3.0,2.0,-293.9017227877827,155.63821456538784,60.93382928739288,-618.1480031323405,-1036.6092404072035
1000PEPE,1,2026-03-23 11:00:00+00:00,3.0,2.0,423.01434699009155,131.34151752699273,129.56663215500708,576.541931666914,45.259576985654526
