sym,side,ts,k,v,fwd6,fwd12,fwd24,fwd48,fwd72
ONDO,1,2025-12-08 12:00:00+00:00,5.0,2.0,-449.5061479540408,-407.17597258617235,-290.26405966538937,-52.40878855069519,-570.4495061479543
ONDO,1,2025-12-26 02:00:00+00:00,5.0,2.0,-36.486838676049736,-297.10711493354137,-190.25280166796944,114.67292155329822,375.29319781079096
ONDO,1,2026-01-13 22:00:00+00:00,5.0,2.0,-128.78607202480353,-324.35010732172697,-441.211543047938,-939.6613403291199,-856.18888623897
ONDO,1,2026-02-03 15:00:00+00:00,5.0,2.0,-520.6220419202168,-429.34415145368445,-933.0628803245444,-1768.0865449628136,-1118.999323867479
ONDO,1,2026-03-23 11:00:00+00:00,5.0,2.0,55.40166204986097,-3.9572615749894346,217.64938662445667,356.1535417491091,182.03403244954507
SOL,-1,2025-08-14 12:00:00+00:00,5.0,2.0,82.77634961439628,46.27249357326502,212.33933161953655,371.2082262210792,70.95115681233888
SOL,-1,2025-09-22 05:00:00+00:00,5.0,2.0,89.86564640982353,240.67977578076326,254.9159177862792,617.9375389269514,944.0341667408136
SOL,-1,2025-10-10 15:00:00+00:00,5.0,2.0,1050.6816130717712,1175.6044269225285,1333.3016672208232,803.6859354961279,500.641238778321
SOL,-1,2025-11-03 15:00:00+00:00,5.0,2.0,62.380038387716,109.76487523992384,513.4357005758161,301.1036468330142,680.1823416506725
SOL,-1,2025-12-01 00:00:00+00:00,5.0,2.0,23.50912937857497,91.6856045764436,54.0709975707232,-880.0250764046713,-1293.785753467598
SOL,-1,2025-12-17 15:00:00+00:00,5.0,2.0,254.2239065213958,243.96020843202248,-15.7903047528829,113.690194220748,31.580609505762467
SOL,-1,2026-01-18 23:00:00+00:00,5.0,2.0,330.260579226247,269.28939536909445,298.3232924439294,762.8656456412864,568.338535239894
SOL,-1,2026-01-21 16:00:00+00:00,5.0,2.0,-311.50414276609473,-360.1019757807511,-250.95602294455065,-225.46207775653303,-132.2498406628436
SOL,-1,2026-01-31 14:00:00+00:00,5.0,2.0,523.8051554903222,379.78167140629296,682.5061920924691,404.5500412806169,595.3582240161459
SOL,-1,2026-02-23 01:00:00+00:00,5.0,2.0,-100.11551790527484,-279.81003722243656,37.222436144267455,-578.8730586574253,-1315.6205878577841
SOL,-1,2026-02-28 06:00:00+00:00,5.0,2.0,-414.30046463603486,-602.7361899845118,-1175.7872999483743,-690.50077439339,-1038.9778007227667
SOL,-1,2026-04-12 01:00:00+00:00,5.0,2.0,1.2161011796185672,86.3431837528894,42.56354128663653,-486.44047184725815,-133.77112975799577
SOL,1,2025-08-22 14:00:00+00:00,5.0,2.0,443.493686736931,341.2292601481792,577.5853073150361,735.1560054262762,249.9217364082229
