sym,side,ts,k,v,fwd6,fwd12,fwd24,fwd48,fwd72
1000PEPE,-1,2025-08-14 12:00:00+00:00,4.0,2.0,154.63090121100697,86.0546826231956,188.2501917280488,250.49492589487855,-46.103907685173255
1000PEPE,-1,2025-09-25 17:00:00+00:00,4.0,2.0,-322.0521567395296,-270.8828942053043,-562.6374612864126,-367.49854122716476,-408.680820503613
1000PEPE,-1,2025-10-10 15:00:00+00:00,4.0,2.0,2500.598884363985,1965.7095924164125,1945.4045606470227,1534.9691431961032,1081.1859051139006
1000PEPE,-1,2025-10-30 04:00:00+00:00,4.0,2.0,54.45821435930753,592.2698772482404,323.21686144064057,348.97412498896216,110.38827234994608
1000PEPE,-1,2025-11-03 15:00:00+00:00,4.0,2.0,74.2134420403473,-28.396223128115405,335.3541688442907,-54.527716804291245,706.2471690881855
1000PEPE,-1,2025-11-21 07:00:00+00:00,4.0,2.0,-86.12372638068466,333.19999058757156,623.573428712616,156.71694472551013,-10.353672023908356
1000PEPE,-1,2025-12-01 00:00:00+00:00,4.0,2.0,223.4255444379052,353.8552089464408,502.6486168334321,-815.5385520894631,-1328.5462036492036
1000PEPE,-1,2025-12-18 17:00:00+00:00,4.0,2.0,168.3653209794833,-197.48510919920471,-763.7326273990741,-876.5056254136327,-629.516876240901
1000PEPE,-1,2026-01-19 00:00:00+00:00,4.0,2.0,-69.14934713744935,24.723788920650858,-125.93679981457217,170.94182183419628,-55.4353704705246
1000PEPE,-1,2026-01-21 16:00:00+00:00,4.0,2.0,-526.3481019134342,-569.5282922337053,-203.8268699478163,-587.7417374398841,-246.3931239128203
1000PEPE,-1,2026-02-28 06:00:00+00:00,4.0,2.0,-300.56464456348573,-436.65846242942007,-529.0285217894897,146.5180251918341,-57.91226292167329
1000PEPE,1,2025-08-22 14:00:00+00:00,4.0,2.0,704.4065016403223,351.1780495079031,527.699075454815,64.02848195645738,-562.1831195943927
1000PEPE,1,2025-09-12 17:00:00+00:00,4.0,2.0,547.1542480065983,815.9862346669966,542.1873752738437,228.6535340186435,-531.1892999370282
1000PEPE,1,2025-12-02 15:00:00+00:00,4.0,2.0,424.64276085198094,484.85665498337215,650.2201851352552,807.9446391659917,-255.23501393008075
1000PEPE,1,2026-01-01 17:00:00+00:00,4.0,2.0,960.0303003297372,1410.5249086534188,3151.2342928437743,3561.8483201140716,5685.322163800018
1000PEPE,1,2026-01-21 19:00:00+00:00,4.0,2.0,65.56425877574767,-87.80582148728344,-427.2314089546458,-303.45227734261624,-322.0191470844214
1000PEPE,1,2026-02-25 01:00:00+00:00,4.0,2.0,-293.9017227877827,155.63821456538784,60.93382928739288,-618.1480031323405,-1036.6092404072035
1000SHIB,-1,2025-10-10 21:00:00+00:00,4.0,2.0,-1161.8572358429158,-1392.9268821870244,-751.7899761336499,-1569.7548275113893,-2114.3415057496195
1000SHIB,-1,2025-11-03 15:00:00+00:00,4.0,2.0,109.3191903885704,2.1647364433385885,361.510986037451,80.0952484035078,391.81729624418347
1000SHIB,-1,2025-11-20 16:00:00+00:00,4.0,2.0,201.92421902838876,340.89559330086615,572.5145504216655,896.7810903907824,614.0871837510398
1000SHIB,-1,2025-12-01 00:00:00+00:00,4.0,2.0,-41.43646408839796,-2.5113008538424353,5.022601707684871,-699.3972877950782,-1206.6800602712212
1000SHIB,-1,2025-12-12 15:00:00+00:00,4.0,2.0,-124.80117459928941,-230.02569435947694,-227.57861250458865,105.22451976018532,427.01578367796424
1000SHIB,-1,2025-12-17 15:00:00+00:00,4.0,2.0,227.89071604298883,302.9910656480639,463.55043376926085,265.44089084552525,378.09141525314004
1000SHIB,-1,2026-01-21 16:00:00+00:00,4.0,2.0,-390.7776475185609,-349.09469844991656,-289.17545916373524,-451.99947896313654,-194.08623160088513
1000SHIB,-1,2026-01-31 14:00:00+00:00,4.0,2.0,182.35294117647015,-32.352941176470026,244.11764705882243,-264.70588235294247,-289.7058823529419
1000SHIB,-1,2026-02-15 12:00:00+00:00,4.0,2.0,195.95928907792936,13.671578307763443,104.8154336928464,59.24350600030381,262.7981163603221
1000SHIB,-1,2026-02-23 01:00:00+00:00,4.0,2.0,-224.43469456631783,-342.55821802227524,-96.18629767127906,-188.99763752953103,-499.49375632804663
