sym,side,ts,k,v,fwd6,fwd12,fwd24,fwd48,fwd72
1000PEPE,-1,2025-10-10 21:00:00+00:00,5.0,3.0,-325.6120803401275,-587.0107022430738,193.66661779797622,-946.195572496702,-1598.0061574549186
1000PEPE,-1,2025-11-03 15:00:00+00:00,5.0,3.0,74.2134420403473,-28.396223128115405,335.3541688442907,-54.527716804291245,706.2471690881855
1000PEPE,-1,2026-01-19 00:00:00+00:00,5.0,3.0,-69.14934713744935,24.723788920650858,-125.93679981457217,170.94182183419628,-55.4353704705246
1000PEPE,1,2025-08-22 14:00:00+00:00,5.0,3.0,704.4065016403223,351.1780495079031,527.699075454815,64.02848195645738,-562.1831195943927
1000PEPE,1,2026-01-02 12:00:00+00:00,5.0,3.0,431.8354777622435,820.6643895014421,689.8748739005,2242.8897580659445,1974.0544749836308
1000PEPE,1,2026-01-21 19:00:00+00:00,5.0,3.0,65.56425877574767,-87.80582148728344,-427.2314089546458,-303.45227734261624,-322.0191470844214
1000SHIB,-1,2025-10-10 21:00:00+00:00,5.0,3.0,-1161.8572358429158,-1392.9268821870244,-751.7899761336499,-1569.7548275113893,-2114.3415057496195
1000SHIB,-1,2025-11-03 15:00:00+00:00,5.0,3.0,109.3191903885704,2.1647364433385885,361.510986037451,80.0952484035078,391.81729624418347
1000SHIB,-1,2025-12-01 00:00:00+00:00,5.0,3.0,-41.43646408839796,-2.5113008538424353,5.022601707684871,-699.3972877950782,-1206.6800602712212
1000SHIB,-1,2026-01-21 16:00:00+00:00,5.0,3.0,-390.7776475185609,-349.09469844991656,-289.17545916373524,-451.99947896313654,-194.08623160088513
1000SHIB,-1,2026-02-23 01:00:00+00:00,5.0,3.0,-224.43469456631783,-342.55821802227524,-96.18629767127906,-188.99763752953103,-499.49375632804663
1000SHIB,1,2025-08-22 14:00:00+00:00,5.0,3.0,509.3352081868607,164.8308725880776,303.101320209358,57.02679478165828,-371.06476056558034
1000SHIB,1,2026-01-02 16:00:00+00:00,5.0,3.0,-202.8495532480079,-194.3974885293409,-265.63631972953306,1240.0386380101436,1445.3030668920564
AAVE,-1,2025-09-22 06:00:00+00:00,5.0,3.0,-80.58498731532416,175.72004178480927,-54.469482166839,-323.83226384121724,55.58871810177668
AAVE,-1,2025-10-10 21:00:00+00:00,5.0,3.0,-649.4218728577317,-1023.7192084456836,-596.8648599241355,-1562.9998628947471,-1964.7182487089253
AAVE,1,2025-08-22 14:00:00+00:00,5.0,3.0,712.6816792464607,816.8548437402534,1304.0359303848793,967.8123635456304,157.50732954899814
ADA,-1,2025-10-10 20:00:00+00:00,5.0,3.0,973.055982130393,698.0315510261071,1204.8024570710602,295.96537763506905,-201.033086695519
ADA,-1,2025-11-03 15:00:00+00:00,5.0,3.0,25.449918196692735,-129.06744228322165,372.6595164515556,29.085620796219793,523.5411743319407
ADA,-1,2025-12-01 00:00:00+00:00,5.0,3.0,-12.893243940175214,263.02217637957705,38.679731820525646,-1237.7514182568339,-1565.2398143372893
ADA,-1,2026-01-18 23:00:00+00:00,5.0,3.0,338.5763796320973,226.60623833644422,183.95094641428855,490.5358571047713,210.61050386563474
ADA,-1,2026-02-28 06:00:00+00:00,5.0,3.0,-305.57677616501076,-511.8411000763956,-798.3193277310941,-332.3147440794516,-259.74025974025983
ADA,1,2025-08-22 14:00:00+00:00,5.0,3.0,377.2958619163513,-33.19318433281704,126.1341004647032,-61.96061075459225,-430.40495684886105
ADA,1,2025-09-01 07:00:00+00:00,5.0,3.0,-293.59112065878935,-521.5419501133778,-192.14703425229794,-94.28332736603484,-264.9480844969565
ADA,1,2025-12-02 15:00:00+00:00,5.0,3.0,184.53632328895077,280.30833917308985,200.88764307404804,436.81382854473316,-336.370007007708
ADA,1,2026-01-02 16:00:00+00:00,5.0,3.0,141.3518375738887,97.66126959650512,-25.700334104343803,349.52454381906864,637.3682857877138
ADA,1,2026-03-23 11:00:00+00:00,5.0,3.0,119.64492473948152,34.73562331146374,150.52103434967324,594.3651099961422,-54.033191817831614
BNB,-1,2025-10-10 21:00:00+00:00,5.0,3.0,-213.8629157572347,-172.09632364168837,-285.0906739241732,-1561.2621594675447,-1603.0287515830887
BNB,1,2025-07-10 21:00:00+00:00,5.0,3.0,64.36358859845059,66.69877548637571,19.119342644891013,0.0,82.02343943838785
BTC,-1,2025-08-14 12:00:00+00:00,5.0,3.0,78.23879408926038,15.491247571340905,94.45369581113638,105.24119140399857,37.54586999637266
BTC,-1,2025-09-05 14:00:00+00:00,5.0,3.0,-2.1533394857331523,-45.89870256772155,16.349094330745384,-66.37352297197197,-184.5357653402835
BTC,-1,2025-09-25 17:00:00+00:00,5.0,3.0,-58.43067182863982,-45.51654662504623,-81.41873384585274,-54.69890326446958,-131.42075598645332
BTC,-1,2025-10-10 20:00:00+00:00,5.0,3.0,169.87249930606185,227.67293064210992,295.2103835878661,-54.402981349925824,-126.66008775578331
BTC,-1,2025-10-30 04:00:00+00:00,5.0,3.0,-108.23917124459737,98.24006517389682,-125.06715989446081,-146.40165810061222,-181.0160750605694
BTC,-1,2025-12-01 00:00:00+00:00,5.0,3.0,52.81629405095134,115.09651364162265,63.7866281516708,-601.804470468641,-709.3114447953019
BTC,-1,2025-12-12 15:00:00+00:00,5.0,3.0,-45.163178268265995,-50.7265163156001,-20.9070243818843,120.67992892279334,390.24591066836865
BTC,-1,2025-12-17 15:00:00+00:00,5.0,3.0,102.19282803828888,52.294837375670426,-91.96322388497879,-86.97457163532762,-104.81903807316506
BTC,-1,2025-12-26 14:00:00+00:00,5.0,3.0,-8.002280478212054,-14.47050432684005,-19.026881480386226,-51.44813801014392,-33.18828484454972
BTC,-1,2026-01-18 23:00:00+00:00,5.0,3.0,116.12965247624673,64.44170285036854,100.5452923803274,504.33937374158245,401.0489267727346
BTC,-1,2026-01-21 16:00:00+00:00,5.0,3.0,-211.6403325026095,-276.8456567474775,-223.90701988025842,-343.95837092909386,-206.31791507432106
BTC,-1,2026-01-29 15:00:00+00:00,5.0,3.0,44.08762872633587,236.7516263423286,211.91037360820175,538.1682491333828,875.415640448487
BTC,-1,2026-02-23 01:00:00+00:00,5.0,3.0,-195.2086284450405,-235.1574343298779,47.40425954919414,-228.6339123735659,-596.2033102214259
BTC,1,2025-07-09 19:00:00+00:00,5.0,3.0,-47.83232634484214,-45.37043419720388,155.42148936417811,529.5664294596291,474.59013971909326
BTC,1,2025-07-10 21:00:00+00:00,5.0,3.0,32.81236582224123,129.6006869901234,97.49248604551397,75.69772434521171,174.32374409617867
BTC,1,2025-08-11 02:00:00+00:00,5.0,3.0,-36.097290323002795,-126.32410080976709,-248.34738758377827,-194.18503677852584,128.37601590316217
BTC,1,2025-08-22 14:00:00+00:00,5.0,3.0,104.92591178518308,-20.1006500966594,-85.42128440303554,-120.18063807254786,-312.2899883732366
BTC,1,2025-09-02 13:00:00+00:00,5.0,3.0,22.36343232339344,18.754685296562545,97.74214827540595,-116.64982284741777,-53.42025524010641
BTC,1,2025-10-21 14:00:00+00:00,5.0,3.0,-121.6003624377504,-354.40240578758943,-334.62172343431183,-202.95265478517788,-189.521767668841
BTC,1,2025-12-09 15:00:00+00:00,5.0,3.0,23.691311386939695,-14.743658931463122,-55.94171613599652,-318.8343227199142,-286.5515380464101
BTC,1,2025-12-17 14:00:00+00:00,5.0,3.0,-412.68421011528164,-342.44198824759155,-130.34305560359115,-186.76219727844833,-166.12240845138015
