sym,t,wk,fwd48,fwd24,abs,sgn,sa48,sa24
DOGE,2025-12-14 23:00:00+00:00,-0.015141492098493248,-0.017238805970149262,-0.032164179104477664,0.015141492098493248,-1.0,172.38805970149264,321.64179104477665
DOGE,2025-12-21 23:00:00+00:00,-0.014216939972920173,-0.014112441833854739,0.010832252650850416,0.014216939972920173,-1.0,141.1244183385474,-108.32252650850415
DOGE,2025-12-28 23:00:00+00:00,0.014413233969371886,-0.0048433968356473844,-0.008718114304165248,0.014413233969371886,1.0,-48.43396835647384,-87.18114304165248
DOGE,2026-01-04 23:00:00+00:00,0.07116239071234043,0.007092198581560183,0.014987287568580143,0.07116239071234043,1.0,70.92198581560183,149.87287568580143
DOGE,2026-01-11 23:00:00+00:00,-0.013374338435130917,0.07409018413803081,-0.01014934029288106,0.013374338435130917,-1.0,-740.9018413803082,101.4934029288106
DOGE,2026-01-18 23:00:00+00:00,-0.04569190600522188,-0.0628706097004712,-0.019157670670518434,0.04569190600522188,-1.0,628.706097004712,191.57670670518434
DOGE,2026-01-25 23:00:00+00:00,-0.03499555483714545,0.05627198124267285,0.024032825322391593,0.03499555483714545,-1.0,-562.7198124267285,-240.32825322391594
DOGE,2026-02-01 23:00:00+00:00,-0.10029371112646857,0.016599501055459598,0.03425446171560176,0.10029371112646857,-1.0,-165.99501055459598,-342.5446171560176
DOGE,2026-02-08 23:00:00+00:00,-0.020782643957826585,-0.03907140636335382,-0.0044564203544408265,0.020782643957826585,-1.0,390.7140636335382,44.564203544408265
DOGE,2026-02-15 23:00:00+00:00,0.059747777548066816,-0.019204523298888665,-0.015890037044258176,0.059747777548066816,1.0,-192.04523298888665,-158.90037044258176
DOGE,2026-02-22 23:00:00+00:00,-0.05058636453985288,-0.043364407667330074,-0.029747564680004168,0.05058636453985288,-1.0,433.64407667330073,297.47564680004166
DOGE,2026-03-01 23:00:00+00:00,-0.014271917587723948,-0.020690406185342458,0.01796798431885005,0.014271917587723948,-1.0,206.9040618534246,-179.6798431885005
DOGE,2026-03-08 23:00:00+00:00,-0.021421509392507865,0.060276125266584435,0.014928723762487328,0.021421509392507865,-1.0,-602.7612526658444,-149.28723762487328
DOGE,2026-03-15 23:00:00+00:00,0.00901834767285159,0.02824568611339351,0.058032046014790506,0.00901834767285159,1.0,282.4568611339351,580.320460147905
DOGE,2026-03-22 23:00:00+00:00,-0.03812066203950881,0.05538905538905525,0.0444000444000443,0.03812066203950881,-1.0,-553.8905538905525,-444.00044400044305
DOGE,2026-03-29 23:00:00+00:00,0.003998667110963083,0.020232172470978416,0.003758982863460325,0.003998667110963083,1.0,202.32172470978415,37.58982863460325
DOGE,2026-04-05 23:00:00+00:00,0.004459430063084691,0.028048516352609854,-0.01949317738791434,0.004459430063084691,1.0,280.4851635260985,-194.9317738791434
DOGE,2026-04-12 23:00:00+00:00,-0.039661554732945414,0.023237885462555008,0.03623348017621142,0.039661554732945414,-1.0,-232.37885462555008,-362.3348017621142
DOGE,2026-04-19 23:00:00+00:00,-0.071592611083375,0.02290815229081522,0.0233383523338353,0.071592611083375,-1.0,-229.0815229081522,-233.383523338353
ETH,2025-06-29 23:00:00+00:00,0.03038898394178635,-0.03822808007330314,-0.005933875104533026,0.03038898394178635,1.0,-382.2808007330314,-59.33875104533026
ETH,2025-07-06 23:00:00+00:00,0.03232389782980749,0.017342435257762467,-0.011146484420608505,0.03232389782980749,1.0,173.4243525776247,-111.46484420608505
ETH,2025-07-13 23:00:00+00:00,-0.000871109436906714,0.05663280077023036,0.01405468366021001,0.000871109436906714,-1.0,-566.3280077023036,-140.5468366021001
ETH,2025-07-20 23:00:00+00:00,0.06796701734432764,-0.0027289161277611607,0.001195398381819146,0.06796701734432764,1.0,-27.289161277611605,11.95398381819146
ETH,2025-07-27 23:00:00+00:00,0.05104154506484382,-0.0202584024714062,-0.019535164846518627,0.05104154506484382,1.0,-202.584024714062,-195.35164846518626
ETH,2025-08-03 23:00:00+00:00,-0.01240324536044024,0.03292417739628051,0.06398569384835473,0.01240324536044024,-1.0,-329.2417739628051,-639.8569384835473
ETH,2025-08-10 23:00:00+00:00,0.04719489923424436,0.08012624384549483,-0.006540485582218536,0.04719489923424436,1.0,801.2624384549483,-65.40485582218535
ETH,2025-08-17 23:00:00+00:00,0.010898911465564431,-0.08871819190437003,-0.03557048781360739,0.010898911465564431,1.0,-887.1819190437003,-355.7048781360739
ETH,2025-08-24 23:00:00+00:00,-0.014610299198630328,-0.03758405555357891,-0.08440192629272358,0.014610299198630328,-1.0,375.8405555357891,844.0192629272358
ETH,2025-08-31 23:00:00+00:00,0.016391165118007534,-0.014869304124768057,-0.01765772579608993,0.016391165118007534,1.0,-148.69304124768058,-176.5772579608993
ETH,2025-09-07 23:00:00+00:00,-0.007409645222589134,0.0010013707859946042,2.0910294834974863e-05,0.007409645222589134,-1.0,-10.013707859946042,-0.20910294834974863
ETH,2025-09-14 23:00:00+00:00,-0.014080131631662551,-0.022345409662222093,-0.017449541922361478,0.014080131631662551,-1.0,223.45409662222093,174.4954192236148
ETH,2025-09-21 23:00:00+00:00,-0.0032395203535653394,-0.06305529606410876,-0.055257796936375114,0.0032395203535653394,-1.0,630.5529606410876,552.5779693637511
ETH,2025-09-28 23:00:00+00:00,0.033281420805941986,0.0007729449928863819,0.017625561290914638,0.033281420805941986,1.0,7.7294499288638185,176.25561290914638
ETH,2025-10-05 23:00:00+00:00,-0.004467742896288818,-0.014722960992907819,0.037679521276595684,0.004467742896288818,-1.0,147.22960992907818,-376.7952127659568
ETH,2025-10-12 23:00:00+00:00,0.07410829360704363,-0.006664771166551731,0.021517139015656994,0.07410829360704363,1.0,-66.6477116655173,215.17139015656994
ETH,2025-10-19 23:00:00+00:00,0.03245978514034342,-0.027595510359934905,-0.0008088988926625573,0.03245978514034342,1.0,-275.95510359934906,-8.088988926625573
ETH,2025-10-26 23:00:00+00:00,0.05584807130103031,-0.04316531186174022,-0.009225824610699207,0.05584807130103031,1.0,-431.6531186174022,-92.25824610699208
ETH,2025-11-02 23:00:00+00:00,0.011989686848140169,-0.15912204289924547,-0.07757148380588053,0.011989686848140169,1.0,-1591.2204289924548,-775.7148380588053
ETH,2025-11-09 23:00:00+00:00,0.03397053346383383,-0.0460984293193718,-0.004152181500872598,0.03397053346383383,1.0,-460.98429319371803,-41.52181500872598
ETH,2025-11-16 23:00:00+00:00,-0.013013849337827565,0.008997072073527734,-0.020944692567720358,0.013013849337827565,-1.0,-89.97072073527734,209.44692567720358
ETH,2025-11-23 23:00:00+00:00,0.023158702323542446,0.05646713493477695,0.054088894761086914,0.023158702323542446,1.0,564.6713493477695,540.8889476108692
ETH,2025-11-30 23:00:00+00:00,-0.02100576217915151,0.001863218986770221,-0.06375754737493511,0.02100576217915151,-1.0,-18.63218986770221,637.5754737493511
ETH,2025-12-07 23:00:00+00:00,0.012665101602259421,0.0843812737462315,0.021177878484687884,0.012665101602259421,1.0,843.812737462315,211.77878484687884
ETH,2025-12-14 23:00:00+00:00,-0.0060394708644235795,-0.033028080236712665,-0.03222793392424406,0.0060394708644235795,-1.0,330.2808023671266,322.2793392424406
ETH,2025-12-21 23:00:00+00:00,0.002967934277635642,-0.01261967362798122,0.002292668459480174,0.002967934277635642,1.0,-126.1967362798122,22.92668459480174
ETH,2025-12-28 23:00:00+00:00,0.0065316875573739885,0.0076623676037810284,-0.004217692610222867,0.0065316875573739885,1.0,76.62367603781028,-42.17692610222868
ETH,2026-01-04 23:00:00+00:00,0.008872730073260282,0.04837878421541553,0.025578051232454824,0.008872730073260282,1.0,483.78784215415527,255.78051232454823
ETH,2026-01-11 23:00:00+00:00,0.01623965287701279,0.06487828315182576,-0.00894618834080707,0.01623965287701279,1.0,648.7828315182576,-89.4618834080707
