sym,mech,t,side,gross,net,net_feeonly,bars,why,tp_pct,sl_pct,truncated,slice,seen_sym
ALLO,C1_pw_tp0.5,2026-07-25 17:00:00+00:00,-1,-0.15185439900706618,-0.15370544067373285,-0.1530543990070662,49,SL,19.52861952861952,15.185439900706617,False,OOS_0706_0803,True
ALLO,C1_pw_tp0.5,2026-07-29 20:00:00+00:00,-1,0.14953271028037382,0.14623271028037382,0.14833271028037381,1440,TIME,37.23815662262327,2.9866962286260836,False,OOS_0706_0803,True
ALLO,C2_pw_tp0.25,2026-06-22 14:00:00+00:00,1,0.05419741697416979,0.052368250307503125,0.05299741697416979,28,TP,5.419741697416979,3.767316444281923,False,OVERLAP_0601_0705,True
ALLO,C2_pw_tp0.25,2026-06-27 11:00:00+00:00,-1,0.06191551112544339,0.05955926112544339,0.06071551112544339,534,TP,6.191551112544339,7.835660133243548,False,OVERLAP_0601_0705,True
ALLO,C2_pw_tp0.25,2026-06-29 09:00:00+00:00,-1,0.129564606741573,0.127033356741573,0.128364606741573,702,TP,12.956460674157299,4.8408195211009755,False,OVERLAP_0601_0705,True
ALLO,C2_pw_tp0.25,2026-07-06 18:00:00+00:00,1,0.03794480755265054,0.0360989742193172,0.03674480755265054,44,TP,3.794480755265054,8.914501117805566,False,OOS_0706_0803,True
ALLO,C2_pw_tp0.25,2026-07-25 17:00:00+00:00,-1,-0.15185439900706618,-0.15370544067373285,-0.1530543990070662,49,SL,5.785123966942141,15.185439900706617,False,OOS_0706_0803,True
ALLO,C2_pw_tp0.25,2026-07-29 20:00:00+00:00,-1,0.18216242346116657,0.17921659012783323,0.18096242346116656,1100,TP,18.21624234611666,2.9866962286260836,False,OOS_0706_0803,True
ALLO,F_pw_failed_breakout,2026-06-22 20:00:00+00:00,-1,0.11353401279924152,0.11084442946590818,0.11233401279924152,854,TP,11.353401279924153,12.39015288115607,False,OVERLAP_0601_0705,True
ALLO,F_pw_failed_breakout,2026-07-08 13:00:00+00:00,-1,-0.15192052047646495,-0.15405489547646495,-0.15312052047646496,321,SL,20.640892579138573,15.192052047646495,False,OOS_0706_0803,True
ALLO,F_pw_failed_breakout,2026-07-14 02:00:00+00:00,-1,0.07069167643610788,0.06886771810277453,0.06949167643610787,23,TP,7.069167643610788,27.3580643842226,False,OOS_0706_0803,True
ALLO,F_pw_failed_breakout,2026-07-25 20:00:00+00:00,1,-0.09475100942126517,-0.09745100942126518,-0.09595100942126518,864,TIME,19.11170928667564,18.960001718952782,False,OOS_0706_0803,True
ALLO,F_pw_failed_breakout,2026-07-29 21:00:00+00:00,1,-0.02424059696754087,-0.026129138634207537,-0.02544059696754087,85,SL,37.563856960408714,2.424059696754087,False,OOS_0706_0803,True
ARB,C1_pw_tp0.5,2026-06-15 13:00:00+00:00,1,-0.01695668071856278,-0.01883584738522945,-0.01815668071856278,76,SL,6.235827664399098,1.695668071856278,False,OVERLAP_0601_0705,True
ARB,C1_pw_tp0.5,2026-06-23 08:00:00+00:00,-1,0.028373266078184137,0.026568057744850805,0.027173266078184138,5,TP,2.837326607818414,3.7841850827329457,False,OVERLAP_0601_0705,True
ARB,C1_pw_tp0.5,2026-07-09 06:00:00+00:00,1,0.035799522673030895,0.03394743933969756,0.034599522673030896,50,TP,3.5799522673030895,3.4490704104703696,False,OOS_0706_0803,True
ARB,C1_pw_tp0.5,2026-07-24 04:00:00+00:00,-1,-0.011546132733242719,-0.013384674399909384,-0.012746132733242719,37,SL,5.744431418522846,1.154613273324272,False,OOS_0706_0803,True
ARB,C1_pw_tp0.5,2026-07-27 13:00:00+00:00,-1,0.05828220858895711,0.05635929192229044,0.05708220858895711,118,TP,5.828220858895711,1.1562774623962349,False,OOS_0706_0803,True
ARB,C2_pw_tp0.25,2026-06-15 13:00:00+00:00,1,-0.01695668071856278,-0.01883584738522945,-0.01815668071856278,76,SL,2.7777777777777706,1.695668071856278,False,OVERLAP_0601_0705,True
ARB,C2_pw_tp0.25,2026-07-09 06:00:00+00:00,1,0.00835322195704048,0.006552180290373815,0.007153221957040481,1,TP,0.8353221957040481,3.4490704104703696,False,OOS_0706_0803,True
ARB,C2_pw_tp0.25,2026-07-24 04:00:00+00:00,-1,-0.011546132733242719,-0.013384674399909384,-0.012746132733242719,37,SL,2.754982415005851,1.154613273324272,False,OOS_0706_0803,True
ARB,C2_pw_tp0.25,2026-07-27 13:00:00+00:00,-1,0.027300613496932573,0.025468321830265907,0.026100613496932573,31,TP,2.730061349693257,1.1562774623962349,False,OOS_0706_0803,True
ARB,F_pw_failed_breakout,2026-06-15 20:00:00+00:00,-1,0.06643757159221092,0.06378861325887758,0.06523757159221091,815,TP,6.643757159221092,3.4492470376064026,False,OVERLAP_0601_0705,True
ARB,F_pw_failed_breakout,2026-07-24 07:00:00+00:00,1,-0.017289903791262315,-0.019161778791262313,-0.018489903791262315,69,SL,5.471478463329447,1.7289903791262315,False,OOS_0706_0803,True
AVAX,C1_pw_tp0.5,2026-06-15 13:00:00+00:00,1,-0.016318894817554348,-0.018237644817554348,-0.017518894817554347,114,SL,3.5244836053733892,1.6318894817554348,False,OVERLAP_0601_0705,True
AVAX,C1_pw_tp0.5,2026-06-19 04:00:00+00:00,-1,0.021647135416666814,0.019814843750000147,0.020447135416666814,31,TP,2.164713541666681,3.865093007761463,False,OVERLAP_0601_0705,True
AVAX,C1_pw_tp0.5,2026-06-29 18:00:00+00:00,1,-0.027392397522311727,-0.029370522522311728,-0.028592397522311727,171,SL,4.022818195288199,2.739239752231173,False,OVERLAP_0601_0705,True
AVAX,C1_pw_tp0.5,2026-07-26 00:00:00+00:00,1,-0.011173941939441493,-0.01310935860610816,-0.012373941939441493,130,SL,3.0774907749077345,1.1173941939441494,False,OOS_0706_0803,True
AVAX,C1_pw_tp0.5,2026-07-23 19:00:00+00:00,-1,-0.019684001820828335,-0.02201733515416167,-0.020884001820828335,512,SL,2.4804594034136223,1.9684001820828336,False,OOS_0706_0803,True
AVAX,C1_pw_tp0.5,2026-08-01 20:00:00+00:00,-1,-0.011417481027003887,-0.013239356027003886,-0.012617481027003887,21,SL,5.508336057535137,1.1417481027003886,False,OOS_0706_0803,True
AVAX,C2_pw_tp0.25,2026-06-15 13:00:00+00:00,1,0.014372381915354603,0.012536965248687937,0.013172381915354603,34,TP,1.4372381915354604,1.6318894817554348,False,OVERLAP_0601_0705,True
AVAX,C2_pw_tp0.25,2026-06-29 18:00:00+00:00,1,-0.027392397522311727,-0.029370522522311728,-0.028592397522311727,171,SL,1.3965031856571435,2.739239752231173,False,OVERLAP_0601_0705,True
AVAX,C2_pw_tp0.25,2026-07-26 00:00:00+00:00,1,-0.011173941939441493,-0.01310935860610816,-0.012373941939441493,130,SL,1.4723247232472225,1.1173941939441494,False,OOS_0706_0803,True
AVAX,C2_pw_tp0.25,2026-07-23 19:00:00+00:00,-1,0.007457329717658223,0.005563579717658224,0.0062573297176582235,90,TP,0.7457329717658223,1.9684001820828336,False,OOS_0706_0803,True
AVAX,C2_pw_tp0.25,2026-08-01 20:00:00+00:00,-1,-0.011417481027003887,-0.013239356027003886,-0.012617481027003887,21,SL,2.6315789473684283,1.1417481027003886,False,OOS_0706_0803,True
AVAX,F_pw_failed_breakout,2026-06-15 21:00:00+00:00,-1,0.042157290303823106,0.0396572903038231,0.040957290303823106,672,TP,4.2157290303823105,3.3332892251313218,False,OVERLAP_0601_0705,True
AVAX,F_pw_failed_breakout,2026-06-30 01:00:00+00:00,-1,-0.031339056533762906,-0.03389530653376291,-0.032539056533762906,726,SL,5.075951270867791,3.133905653376291,False,OVERLAP_0601_0705,True
AVAX,F_pw_failed_breakout,2026-07-26 04:00:00+00:00,-1,0.031716693774951836,0.029483360441618502,0.030516693774951836,416,TP,3.1716693774951836,1.1061827430815419,False,OOS_0706_0803,True
AVAX,F_pw_failed_breakout,2026-07-25 14:00:00+00:00,1,0.010570987654321021,0.008768904320987689,0.009370987654321022,2,TP,1.0570987654321022,5.735622481367156,False,OOS_0706_0803,True
AVAX,F_pw_failed_breakout,2026-08-01 21:00:00+00:00,1,0.05515782622844118,0.05325990956177451,0.05395782622844118,94,TP,5.515782622844118,1.333084198783014,False,OOS_0706_0803,True
BCH,C1_pw_tp0.5,2026-06-10 03:00:00+00:00,-1,-0.01724199181705829,-0.019527408483724955,-0.01844199181705829,466,SL,25.177922659632724,1.724199181705829,False,OVERLAP_0601_0705,True
BCH,C1_pw_tp0.5,2026-06-23 08:00:00+00:00,-1,-0.022560122979403675,-0.02457678964607034,-0.023760122979403674,208,SL,8.96985583224116,2.2560122979403676,False,OVERLAP_0601_0705,True
BCH,C1_pw_tp0.5,2026-07-01 04:00:00+00:00,1,-0.027383893154732074,-0.02922555982139874,-0.028583893154732073,40,SL,4.442999566536638,2.7383893154732073,False,OVERLAP_0601_0705,True
BCH,C1_pw_tp0.5,2026-07-15 19:00:00+00:00,-1,0.05194975710096724,0.04962267376763391,0.05074975710096724,506,TP,5.194975710096724,1.411966893621836,False,OOS_0706_0803,True
BCH,C1_pw_tp0.5,2026-07-20 02:00:00+00:00,-1,-0.015978436424065077,-0.017901353090731743,-0.017178436424065077,118,SL,6.5,1.5978436424065077,False,OOS_0706_0803,True
BCH,C1_pw_tp0.5,2026-07-29 21:00:00+00:00,-1,-0.02026434969921999,-0.022088308032553322,-0.021464349699219988,23,SL,3.594389246054937,2.026434969921999,False,OOS_0706_0803,True
BCH,C2_pw_tp0.25,2026-06-10 03:00:00+00:00,-1,-0.01724199181705829,-0.019527408483724955,-0.01844199181705829,466,SL,12.397352311750373,1.724199181705829,False,OVERLAP_0601_0705,True
BCH,C2_pw_tp0.25,2026-06-23 08:00:00+00:00,-1,-0.022560122979403675,-0.02457678964607034,-0.023760122979403674,208,SL,3.9580602883355236,2.2560122979403676,False,OVERLAP_0601_0705,True
BCH,C2_pw_tp0.25,2026-07-01 04:00:00+00:00,1,-0.027383893154732074,-0.02922555982139874,-0.028583893154732073,40,SL,1.5496315561335072,2.7383893154732073,False,OVERLAP_0601_0705,True
BCH,C2_pw_tp0.25,2026-07-15 19:00:00+00:00,-1,0.02420237209505887,0.022344038761725537,0.02300237209505887,56,TP,2.420237209505887,1.411966893621836,False,OOS_0706_0803,True
BCH,C2_pw_tp0.25,2026-07-20 02:00:00+00:00,-1,-0.015978436424065077,-0.017901353090731743,-0.017178436424065077,118,SL,2.8301886792452833,1.5978436424065077,False,OOS_0706_0803,True
BCH,C2_pw_tp0.25,2026-07-29 21:00:00+00:00,-1,-0.02026434969921999,-0.022088308032553322,-0.021464349699219988,23,SL,1.2663159945450977,2.026434969921999,False,OOS_0706_0803,True
BCH,F_pw_failed_breakout,2026-06-10 04:00:00+00:00,1,-0.016133007352183176,-0.017948632352183174,-0.017333007352183176,15,SL,25.333069189242735,1.6133007352183175,False,OVERLAP_0601_0705,True
BCH,F_pw_failed_breakout,2026-06-23 22:00:00+00:00,1,-0.04399387894636678,-0.04602929561303345,-0.045193878946366776,226,SL,9.464765447406485,4.399387894636678,False,OVERLAP_0601_0705,True
BCH,F_pw_failed_breakout,2026-07-01 07:00:00+00:00,-1,-0.04194766060682623,-0.04384141060682623,-0.04314766060682623,90,SL,4.974866942637492,4.194766060682623,False,OVERLAP_0601_0705,True
BCH,F_pw_failed_breakout,2026-07-20 03:00:00+00:00,1,-0.015073150697938202,-0.01689606736460487,-0.016273150697938204,22,SL,7.253425618481966,1.5073150697938202,False,OOS_0706_0803,True
BCH,F_pw_failed_breakout,2026-07-29 23:00:00+00:00,1,0.035739848260724384,0.033754431594057714,0.034539848260724385,178,TP,3.5739848260724383,3.04518617246539,False,OOS_0706_0803,True
BICO,C1_pw_tp0.5,2026-06-15 17:00:00+00:00,1,-0.016658940218238504,-0.018487065218238504,-0.017858940218238504,27,SL,6.2406390414378485,1.6658940218238505,False,OVERLAP_0601_0705,False
BICO,C2_pw_tp0.25,2026-06-15 17:00:00+00:00,1,-0.016658940218238504,-0.018487065218238504,-0.017858940218238504,27,SL,2.9955067398901813,1.6658940218238505,False,OVERLAP_0601_0705,False
BICO,F_pw_failed_breakout,2026-06-15 18:00:00+00:00,-1,-0.03267276842948301,-0.03505401842948301,-0.03387276842948301,558,SL,5.988928032209344,3.267276842948301,False,OVERLAP_0601_0705,False
BNB,C1_pw_tp0.5,2026-06-15 07:00:00+00:00,1,-0.0052190488017182885,-0.007050298801718288,-0.006419048801718288,30,SL,2.9454616094410078,0.5219048801718289,False,OVERLAP_0601_0705,True
BNB,C1_pw_tp0.5,2026-06-18 17:00:00+00:00,-1,-0.013770140427040925,-0.01603680709370759,-0.014970140427040925,448,SL,2.614000173055314,1.3770140427040924,False,OVERLAP_0601_0705,True
BNB,C1_pw_tp0.5,2026-06-24 15:00:00+00:00,-1,0.036859649122807,0.033559649122807,0.035659649122807,1440,TIME,5.248245614035081,0.8244499465583607,False,OVERLAP_0601_0705,True
BNB,C1_pw_tp0.5,2026-07-30 11:00:00+00:00,1,0.006949760969053636,0.0050872609690536365,0.005749760969053636,60,TP,0.6949760969053637,1.806586327342765,False,OOS_0706_0803,True
BNB,C2_pw_tp0.25,2026-06-15 07:00:00+00:00,1,-0.0052190488017182885,-0.007050298801718288,-0.006419048801718288,30,SL,1.464636653554144,0.5219048801718289,False,OVERLAP_0601_0705,True
BNB,C2_pw_tp0.25,2026-06-18 17:00:00+00:00,-1,0.010309768971186458,0.008366018971186459,0.009109768971186458,138,TP,1.0309768971186457,1.3770140427040924,False,OVERLAP_0601_0705,True
BNB,C2_pw_tp0.25,2026-06-24 15:00:00+00:00,-1,0.02526754385964898,0.023444627192982313,0.02406754385964898,22,TP,2.526754385964898,0.8244499465583607,False,OVERLAP_0601_0705,True
BNB,F_pw_failed_breakout,2026-06-15 08:00:00+00:00,-1,-0.008084711359391933,-0.0099263780260586,-0.009284711359391932,40,SL,2.695879468779429,0.8084711359391933,False,OVERLAP_0601_0705,True
BNB,F_pw_failed_breakout,2026-06-19 02:00:00+00:00,1,-0.017579860412628122,-0.01941111041262812,-0.01877986041262812,30,SL,2.951988319161738,1.757986041262812,False,OVERLAP_0601_0705,True
BNB,F_pw_failed_breakout,2026-06-25 07:00:00+00:00,1,-0.047011789928680346,-0.04889824826201368,-0.048211789928680346,83,SL,5.397339401365314,4.7011789928680345,False,OVERLAP_0601_0705,True
DEXE,C1_pw_tp0.5,2026-06-13 17:00:00+00:00,-1,-0.05939264905435001,-0.06123431572101668,-0.06059264905435001,40,SL,19.61499970565725,5.939264905435001,False,OVERLAP_0601_0705,False
DEXE,C1_pw_tp0.5,2026-06-17 19:00:00+00:00,-1,-0.06863690193086039,-0.07058898526419373,-0.0698369019308604,146,SL,24.937495776741674,6.863690193086039,False,OVERLAP_0601_0705,False
DEXE,C1_pw_tp0.5,2026-06-23 02:00:00+00:00,1,0.04345667870036089,0.04161292870036089,0.04225667870036089,42,TP,4.345667870036089,14.6865406955149,False,OVERLAP_0601_0705,False
DEXE,C1_pw_tp0.5,2026-07-06 09:00:00+00:00,1,0.06009903671321893,0.058290703379885594,0.05889903671321893,8,TP,6.009903671321893,3.5784112193359126,False,OOS_0706_0803,False
DEXE,C2_pw_tp0.25,2026-06-13 17:00:00+00:00,-1,-0.05939264905435001,-0.06123431572101668,-0.06059264905435001,40,SL,9.407193736386633,5.939264905435001,False,OVERLAP_0601_0705,False
DEXE,C2_pw_tp0.25,2026-06-17 19:00:00+00:00,-1,0.10907831610243937,0.10719394110243936,0.10787831610243936,81,TP,10.907831610243937,6.863690193086039,False,OVERLAP_0601_0705,False
DEXE,C2_pw_tp0.25,2026-07-06 09:00:00+00:00,1,0.02086154203257376,0.019054250365907095,0.01966154203257376,7,TP,2.086154203257376,3.5784112193359126,False,OOS_0706_0803,False
DEXE,F_pw_failed_breakout,2026-06-13 20:00:00+00:00,1,0.05874877245681933,0.05604877245681933,0.05754877245681933,864,TIME,18.947490035237717,4.666496386801365,False,OVERLAP_0601_0705,False
DEXE,F_pw_failed_breakout,2026-06-18 07:00:00+00:00,1,-0.038637721569408534,-0.041337721569408535,-0.039837721569408534,864,TIME,28.88202881232157,15.437365752046626,False,OVERLAP_0601_0705,False
DOGE,C1_pw_tp0.5,2026-06-23 06:00:00+00:00,-1,0.053398652786282946,0.05120698611961628,0.05219865278628295,376,TP,5.339865278628294,0.9408949416219818,False,OVERLAP_0601_0705,True
DOGE,C1_pw_tp0.5,2026-06-30 13:00:00+00:00,-1,-0.035489077768646356,-0.03735470276864636,-0.036689077768646355,63,SL,7.1982201808526,3.5489077768646355,False,OVERLAP_0601_0705,True
DOGE,C1_pw_tp0.5,2026-07-23 15:00:00+00:00,-1,0.021305401168590317,0.019503317835256984,0.020105401168590317,2,TP,2.1305401168590317,1.8265416151249758,False,OOS_0706_0803,True
DOGE,C2_pw_tp0.25,2026-06-23 06:00:00+00:00,-1,0.02571953459889779,0.02389140959889779,0.02451953459889779,27,TP,2.5719534598897793,0.9408949416219818,False,OVERLAP_0601_0705,True
DOGE,C2_pw_tp0.25,2026-06-30 13:00:00+00:00,-1,-0.035489077768646356,-0.03735470276864636,-0.036689077768646355,63,SL,2.3216592507535436,3.5489077768646355,False,OVERLAP_0601_0705,True
DOGE,C2_pw_tp0.25,2026-07-23 15:00:00+00:00,-1,0.005451047456177768,0.0036510474561777684,0.004251047456177768,0,TP,0.5451047456177768,1.8265416151249758,False,OOS_0706_0803,True
DOGE,F_pw_failed_breakout,2026-06-30 19:00:00+00:00,1,0.0636237897648685,0.0609237897648685,0.0624237897648685,864,TIME,8.222683264177048,4.413537973060102,False,OVERLAP_0601_0705,True
EIGEN,C1_pw_tp0.5,2026-06-15 04:00:00+00:00,1,0.08638996138996138,0.08445454472329471,0.08518996138996138,130,TP,8.638996138996138,2.85021888321002,False,OVERLAP_0601_0705,True
EIGEN,C1_pw_tp0.5,2026-06-22 03:00:00+00:00,1,-0.07624601702198953,-0.07832830868865621,-0.07744601702198954,271,SL,11.537190082644642,7.624601702198953,False,OVERLAP_0601_0705,True
EIGEN,C1_pw_tp0.5,2026-06-30 16:00:00+00:00,-1,-0.038227318681386874,-0.040640860348053545,-0.03942731868138687,589,SL,23.567961165048537,3.8227318681386873,False,OVERLAP_0601_0705,True
EIGEN,C1_pw_tp0.5,2026-07-09 00:00:00+00:00,1,-0.04558580304358024,-0.04760142804358024,-0.04678580304358024,207,SL,7.4809466506217515,4.558580304358024,False,OOS_0706_0803,True
EIGEN,C1_pw_tp0.5,2026-07-23 23:00:00+00:00,-1,0.051850159890361014,0.04980120155702768,0.050650159890361014,239,TP,5.185015989036101,2.9565799647053423,False,OOS_0706_0803,True
EIGEN,C1_pw_tp0.5,2026-07-28 00:00:00+00:00,-1,0.08969176351692783,0.08744697185026115,0.08849176351692782,427,TP,8.969176351692782,3.0359586076490372,False,OOS_0706_0803,True
EIGEN,C2_pw_tp0.25,2026-06-15 04:00:00+00:00,1,0.04005791505791507,0.038168331724581735,0.03885791505791507,86,TP,4.005791505791507,2.85021888321002,False,OVERLAP_0601_0705,True
EIGEN,C2_pw_tp0.25,2026-06-22 03:00:00+00:00,1,0.03752066115702488,0.03568003615702488,0.03632066115702488,39,TP,3.752066115702488,7.624601702198953,False,OVERLAP_0601_0705,True
EIGEN,C2_pw_tp0.25,2026-06-30 16:00:00+00:00,-1,-0.038227318681386874,-0.040640860348053545,-0.03942731868138687,589,SL,10.885922330097088,3.8227318681386873,False,OVERLAP_0601_0705,True
EIGEN,C2_pw_tp0.25,2026-07-09 00:00:00+00:00,1,0.025571600481347743,0.023718475481347742,0.024371600481347743,51,TP,2.5571600481347745,4.558580304358024,False,OOS_0706_0803,True
EIGEN,C2_pw_tp0.25,2026-07-23 23:00:00+00:00,-1,0.017930561900411326,0.01611806190041133,0.016730561900411327,12,TP,1.7930561900411326,2.9565799647053423,False,OOS_0706_0803,True
EIGEN,C2_pw_tp0.25,2026-07-28 00:00:00+00:00,-1,0.0377716018191006,0.03564868515243393,0.0365716018191006,310,TP,3.77716018191006,3.0359586076490372,False,OOS_0706_0803,True
EIGEN,F_pw_failed_breakout,2026-06-22 19:00:00+00:00,-1,0.15847750865051896,0.15631917531718564,0.15727750865051895,344,TP,15.847750865051896,10.339134579170647,False,OVERLAP_0601_0705,True
EIGEN,F_pw_failed_breakout,2026-07-09 16:00:00+00:00,-1,0.029558701082431287,0.026858701082431286,0.028358701082431288,864,TIME,8.888426311407164,8.268432808717,False,OOS_0706_0803,True
ENA,C1_pw_tp0.5,2026-06-09 04:00:00+00:00,-1,-0.029322924590279686,-0.031235424590279687,-0.030522924590279686,108,SL,22.345679012345684,2.932292459027969,False,OVERLAP_0601_0705,False
ENA,C1_pw_tp0.5,2026-06-17 17:00:00+00:00,1,-0.041128371239248285,-0.04323045457258162,-0.042328371239248284,290,SL,9.375,4.1128371239248285,False,OVERLAP_0601_0705,False
ENA,C1_pw_tp0.5,2026-06-24 17:00:00+00:00,-1,-0.05039512439806541,-0.052257624398065416,-0.05159512439806541,60,SL,6.102117061021155,5.039512439806542,False,OVERLAP_0601_0705,False
ENA,C1_pw_tp0.5,2026-06-30 10:00:00+00:00,-1,-0.04471455727316877,-0.0470228906065021,-0.04591455727316877,488,SL,13.66758241758242,4.471455727316877,False,OVERLAP_0601_0705,False
ENA,C1_pw_tp0.5,2026-07-14 21:00:00+00:00,1,-0.017306255979584146,-0.01921042264625081,-0.018506255979584146,100,SL,6.508875739644959,1.7306255979584146,False,OOS_0706_0803,False
ENA,C1_pw_tp0.5,2026-07-21 12:00:00+00:00,1,0.04180985108820161,0.03965151775486827,0.04060985108820161,344,TP,4.180985108820161,2.322687087109208,False,OOS_0706_0803,False
ENA,C1_pw_tp0.5,2026-07-29 21:00:00+00:00,-1,-0.029488637498430073,-0.03144801249843008,-0.030688637498430073,153,SL,7.956015523932734,2.9488637498430075,False,OOS_0706_0803,False
ENA,C2_pw_tp0.25,2026-06-09 04:00:00+00:00,-1,-0.029322924590279686,-0.031235424590279687,-0.030522924590279686,108,SL,10.925925925925938,2.932292459027969,False,OVERLAP_0601_0705,False
ENA,C2_pw_tp0.25,2026-06-17 17:00:00+00:00,1,0.03663793103448276,0.03475668103448276,0.03543793103448276,78,TP,3.6637931034482762,4.1128371239248285,False,OVERLAP_0601_0705,False
ENA,C2_pw_tp0.25,2026-06-24 17:00:00+00:00,-1,-0.05039512439806541,-0.052257624398065416,-0.05159512439806541,60,SL,1.3698630136986176,5.039512439806542,False,OVERLAP_0601_0705,False
ENA,C2_pw_tp0.25,2026-06-30 10:00:00+00:00,-1,-0.04471455727316877,-0.0470228906065021,-0.04591455727316877,488,SL,5.528846153846154,4.471455727316877,False,OVERLAP_0601_0705,False
ENA,C2_pw_tp0.25,2026-07-14 21:00:00+00:00,1,-0.017306255979584146,-0.01921042264625081,-0.018506255979584146,100,SL,3.0177514792899203,1.7306255979584146,False,OOS_0706_0803,False
ENA,C2_pw_tp0.25,2026-07-21 12:00:00+00:00,1,0.015177548682703398,0.013091090349370066,0.013977548682703398,275,TP,1.51775486827034,2.322687087109208,False,OOS_0706_0803,False
ENA,C2_pw_tp0.25,2026-07-29 21:00:00+00:00,-1,-0.029488637498430073,-0.03144801249843008,-0.030688637498430073,153,SL,3.2664941785252264,2.9488637498430075,False,OOS_0706_0803,False
ENA,F_pw_failed_breakout,2026-06-09 05:00:00+00:00,1,-0.0374943414222689,-0.0394318414222689,-0.0386943414222689,132,SL,22.127139364303186,3.74943414222689,False,OVERLAP_0601_0705,False
ENA,F_pw_failed_breakout,2026-06-17 22:00:00+00:00,-1,-0.07589830583259735,-0.07772330583259736,-0.07709830583259736,24,SL,10.876803551609326,7.589830583259735,False,OVERLAP_0601_0705,False
ENA,F_pw_failed_breakout,2026-06-24 21:00:00+00:00,1,-0.06185485170575209,-0.06386631003908542,-0.06305485170575209,203,SL,8.373205741626801,6.185485170575209,False,OVERLAP_0601_0705,False
ENA,F_pw_failed_breakout,2026-07-02 03:00:00+00:00,1,0.011718750000000156,0.009018750000000157,0.010518750000000156,864,TIME,12.69531250000001,9.64419226202266,False,OVERLAP_0601_0705,False
ENA,F_pw_failed_breakout,2026-07-15 01:00:00+00:00,-1,-0.018783379721717515,-0.020734421388384182,-0.019983379721717515,145,SL,6.682577565632468,1.8783379721717515,False,OOS_0706_0803,False
ENA,F_pw_failed_breakout,2026-07-21 15:00:00+00:00,-1,-0.02264928929938744,-0.024673247632720774,-0.02384928929938744,215,SL,5.168408826945408,2.264928929938744,False,OOS_0706_0803,False
ENA,F_pw_failed_breakout,2026-07-30 02:00:00+00:00,1,0.041878172588832634,0.03917817258883263,0.040678172588832634,864,TIME,8.69289340101524,2.9853395018006093,False,OOS_0706_0803,False
ETH,C1_pw_tp0.5,2026-06-15 12:00:00+00:00,1,0.018081306344616358,0.016266723011283027,0.01688130634461636,14,TP,1.808130634461636,2.584978256238914,False,OVERLAP_0601_0705,True
ETH,C1_pw_tp0.5,2026-06-23 10:00:00+00:00,-1,-0.021964705194761763,-0.024086580194761762,-0.023164705194761763,309,SL,4.1293019873970005,2.1964705194761764,False,OVERLAP_0601_0705,True
ETH,C1_pw_tp0.5,2026-07-04 17:00:00+00:00,1,-0.009428392928191807,-0.011331517928191807,-0.010628392928191807,99,SL,7.191821132105093,0.9428392928191807,False,OVERLAP_0601_0705,True
ETH,C1_pw_tp0.5,2026-07-11 16:00:00+00:00,1,-0.009008429555251692,-0.010900096221918358,-0.010208429555251692,88,SL,6.690949969416243,0.9008429555251692,False,OOS_0706_0803,True
ETH,C1_pw_tp0.5,2026-07-14 14:00:00+00:00,1,0.012014525462343925,0.010108275462343925,0.010814525462343925,102,TP,1.2014525462343926,2.89645958977947,False,OOS_0706_0803,True
ETH,C1_pw_tp0.5,2026-08-01 20:00:00+00:00,-1,-0.008727932500750461,-0.010591474167417127,-0.00992793250075046,61,SL,2.970658415140387,0.872793250075046,False,OOS_0706_0803,True
ETH,C2_pw_tp0.25,2026-06-23 10:00:00+00:00,-1,-0.021964705194761763,-0.024086580194761762,-0.023164705194761763,309,SL,1.4405598642753326,2.1964705194761764,False,OVERLAP_0601_0705,True
ETH,C2_pw_tp0.25,2026-07-04 17:00:00+00:00,1,-0.009428392928191807,-0.011331517928191807,-0.010628392928191807,99,SL,3.44317334693489,0.9428392928191807,False,OVERLAP_0601_0705,True
ETH,C2_pw_tp0.25,2026-07-11 16:00:00+00:00,1,-0.009008429555251692,-0.010900096221918358,-0.010208429555251692,88,SL,3.1437876441706147,0.9008429555251692,False,OOS_0706_0803,True
ETH,C2_pw_tp0.25,2026-08-01 20:00:00+00:00,-1,-0.008727932500750461,-0.010591474167417127,-0.00992793250075046,61,SL,1.2834900469596076,0.872793250075046,False,OOS_0706_0803,True
ETH,F_pw_failed_breakout,2026-06-24 02:00:00+00:00,1,-0.02022161165983252,-0.02217161165983252,-0.02142161165983252,144,SL,5.2142250708503255,2.0221611659832517,False,OVERLAP_0601_0705,True
ETH,F_pw_failed_breakout,2026-07-05 01:00:00+00:00,-1,-0.02288163837095991,-0.025232680037626576,-0.02408163837095991,529,SL,7.165875600354417,2.288163837095991,False,OVERLAP_0601_0705,True
ETH,F_pw_failed_breakout,2026-07-12 00:00:00+00:00,-1,-0.02645428348898918,-0.028556366822322515,-0.02765428348898918,290,SL,6.054365041610459,2.645428348898918,False,OOS_0706_0803,True
ETH,F_pw_failed_breakout,2026-08-01 22:00:00+00:00,1,0.00781571815718161,0.005391759823848278,0.006615718157181611,599,TIME,3.250406504065042,0.9167672280622858,True,OOS_0706_0803,True
GIGGLE,C1_pw_tp0.5,2026-06-19 11:00:00+00:00,-1,-0.014187162906496228,-0.016021537906496228,-0.015387162906496228,33,SL,8.493408662900185,1.418716290649623,False,OVERLAP_0601_0705,False
