trig_idx,entry_idx,dt,side,bar_dir,atr,range,ratio,gross,net,exit_reason,month,sym
2859,2860,2025-10-10 21:00:00,1,-1,3.936358170673789,55.640000000000015,14.134892605688897,-0.03747843813705513,-0.03879843813705513,time,2025-10,SOL
2900,2901,2025-10-12 14:00:00,-1,1,3.0925508079437116,9.930000000000007,3.2109415872790876,-0.053637583892617496,-0.0549575838926175,time,2025-10,SOL
2940,2941,2025-10-14 06:00:00,1,-1,3.282936405764929,8.699999999999989,2.650066563800183,0.031178006450621895,0.029858006450621893,time,2025-10,SOL
2991,2992,2025-10-16 09:00:00,-1,1,2.796728977212232,8.849999999999994,3.1644110216291454,0.04273107292150488,0.04141107292150488,time,2025-10,SOL
3063,3064,2025-10-19 09:00:00,-1,1,1.733148773726088,5.439999999999998,3.138795747063634,-0.010308727700032085,-0.011628727700032085,time,2025-10,SOL
3081,3082,2025-10-20 03:00:00,-1,1,2.068906432702368,5.820000000000022,2.8130803346181508,0.0037672666387609816,0.0024472666387609816,time,2025-10,SOL
3116,3117,2025-10-21 14:00:00,-1,1,1.8957920653449583,7.799999999999983,4.114375274896351,0.03606829622710046,0.03474829622710046,time,2025-10,SOL
3186,3187,2025-10-24 12:00:00,-1,1,1.821275695286007,8.339999999999975,4.579207871486084,0.00371881617685051,0.00239881617685051,time,2025-10,SOL
3233,3234,2025-10-26 11:00:00,-1,1,1.1974470246360798,3.519999999999982,2.939587244846808,-0.011584378794010482,-0.012904378794010482,time,2025-10,SOL
3244,3245,2025-10-26 22:00:00,-1,1,1.2935052629461452,4.640000000000015,3.587152006967288,-0.0013995101714400018,-0.0027195101714400016,time,2025-10,SOL
3246,3247,2025-10-27 00:00:00,-1,1,1.5143999461117263,4.039999999999992,2.667723285630609,0.018265964255822005,0.016945964255822003,time,2025-10,SOL
3284,3285,2025-10-28 14:00:00,1,-1,2.0698398726509137,6.319999999999993,3.053376294227899,-0.024711779448621587,-0.02603177944862159,time,2025-10,SOL
3312,3313,2025-10-29 18:00:00,1,-1,2.3564147013429397,9.240000000000009,3.9212113193548057,0.002945279801581115,0.0016252798015811152,time,2025-10,SOL
3322,3323,2025-10-30 04:00:00,1,-1,2.6901072526356806,6.820000000000022,2.5352149039106173,-0.034365874009178156,-0.03568587400917816,time,2025-10,SOL
3417,3418,2025-11-03 03:00:00,1,-1,1.6891008607421356,7.030000000000001,4.161977631644358,-0.06041478809738503,-0.06173478809738503,time,2025-11,SOL
3429,3430,2025-11-03 15:00:00,1,-1,2.0475514953656804,12.779999999999973,6.241601263228567,0.004978406909788942,0.0036584069097889424,time,2025-11,SOL
3443,3444,2025-11-04 05:00:00,1,-1,2.676773426857728,8.300000000000011,3.100748056118969,-0.009892827699917575,-0.011212827699917575,time,2025-11,SOL
3572,3573,2025-11-09 14:00:00,-1,1,1.4380475869774239,3.880000000000024,2.698102646349308,-0.04689939424217818,-0.04821939424217818,time,2025-11,SOL
3573,3574,2025-11-09 15:00:00,-1,1,1.6124727593361812,4.2099999999999795,2.610896820193813,-0.03372100178450568,-0.035041001784505685,time,2025-11,SOL
3582,3583,2025-11-10 00:00:00,-1,1,1.8843594402893389,4.960000000000008,2.63219420560146,-0.00358465766519294,-0.00490465766519294,time,2025-11,SOL
3657,3658,2025-11-13 03:00:00,-1,1,1.9646638575288213,5.450000000000017,2.7740114315815303,0.008423508067128953,0.007103508067128953,time,2025-11,SOL
3763,3764,2025-11-17 13:00:00,1,-1,1.5473302166293483,4.759999999999991,3.076266429003767,-0.04357598607888625,-0.04489598607888625,time,2025-11,SOL
3764,3765,2025-11-17 14:00:00,-1,1,1.7768066297272516,6.619999999999976,3.7257852876292894,0.05607476635514009,0.05475476635514009,time,2025-11,SOL
3813,3814,2025-11-19 15:00:00,1,-1,1.8416917339206265,4.680000000000007,2.5411418826521737,0.06384718299390518,0.06252718299390518,time,2025-11,SOL
3838,3839,2025-11-20 16:00:00,1,-1,1.9917883549056132,7.219999999999999,3.6248831268732564,-0.00045259108395566324,-0.0017725910839556632,time,2025-11,SOL
3853,3854,2025-11-21 07:00:00,1,-1,2.263937679520708,10.019999999999996,4.42591688394943,0.0051805337519622964,0.0038605337519622964,time,2025-11,SOL
3983,3984,2025-11-26 17:00:00,-1,1,1.5996975299854796,4.319999999999993,2.700510514659109,-0.01378722194584605,-0.01510722194584605,time,2025-11,SOL
4075,4076,2025-11-30 13:00:00,-1,1,0.8776877411977276,2.8200000000000216,3.2129877946702745,0.0817235188509874,0.0804035188509874,time,2025-11,SOL
4085,4086,2025-11-30 23:00:00,1,-1,1.032849170851143,4.510000000000019,4.36656205695886,-0.047019122609673766,-0.04833912260967377,time,2025-11,SOL
4086,4087,2025-12-01 00:00:00,1,-1,1.28121708721892,6.210000000000008,4.8469537769588875,-0.008698377870072873,-0.010018377870072873,time,2025-12,SOL
4125,4126,2025-12-02 15:00:00,-1,1,1.491896654074857,7.329999999999984,4.913208954507244,-0.017704251922797835,-0.019024251922797837,time,2025-12,SOL
4148,4149,2025-12-03 14:00:00,1,-1,1.3465111268378884,4.780000000000001,3.54991496522218,0.032134496701425846,0.030814496701425845,time,2025-12,SOL
4155,4156,2025-12-03 21:00:00,-1,1,1.5549227982505587,4.469999999999999,2.8747407942241177,0.011066052649666737,0.009746052649666737,time,2025-12,SOL
4198,4199,2025-12-05 16:00:00,1,-1,1.5436359080527564,4.0,2.591284628151636,0.007266121707538661,0.005946121707538661,time,2025-12,SOL
4244,4245,2025-12-07 14:00:00,1,-1,0.8288219562375521,4.1499999999999915,5.007106735973755,0.046558862588860314,0.04523886258886031,time,2025-12,SOL
4245,4246,2025-12-07 15:00:00,-1,1,1.0660489593634406,4.099999999999994,3.8459772076961527,-0.01812940908746102,-0.01944940908746102,time,2025-12,SOL
4247,4248,2025-12-07 17:00:00,-1,1,1.300419765981742,4.210000000000008,3.2374161867815814,-0.0028206650831353584,-0.004140665083135358,time,2025-12,SOL
4251,4252,2025-12-07 21:00:00,1,-1,1.4144054283685057,3.670000000000016,2.5947298606123868,0.03825917017438367,0.03693917017438367,time,2025-12,SOL
4293,4294,2025-12-09 15:00:00,-1,1,1.1981237739765682,6.049999999999983,5.049561765993555,0.0021684134441632306,0.0008484134441632306,time,2025-12,SOL
4294,4295,2025-12-09 16:00:00,-1,1,1.5446863615496693,6.27000000000001,4.059076428764338,0.03353043478260865,0.03221043478260865,time,2025-12,SOL
4322,4323,2025-12-10 20:00:00,1,-1,1.7252115041919693,5.170000000000016,2.9967340163439666,-0.05243364431908584,-0.053753644319085844,time,2025-12,SOL
4365,4366,2025-12-12 15:00:00,1,-1,1.4043293693213428,5.680000000000007,4.044635200319799,-0.004421794199205601,-0.005741794199205601,time,2025-12,SOL
4421,4422,2025-12-14 23:00:00,1,-1,0.9053952330169617,2.960000000000008,3.269290462394731,0.022743095845903904,0.021423095845903906,time,2025-12,SOL
4436,4437,2025-12-15 14:00:00,1,-1,1.033341941452426,5.810000000000002,5.622533806992957,-0.028448738593666083,-0.029768738593666084,time,2025-12,SOL
4437,4438,2025-12-15 15:00:00,1,-1,1.374531802777253,4.11999999999999,2.997384266901279,-0.002917981072555129,-0.004237981072555129,time,2025-12,SOL
4484,4485,2025-12-17 14:00:00,-1,1,1.2574378189567181,5.689999999999998,4.525074651183091,0.0680687471732248,0.06674874717322479,time,2025-12,SOL
4485,4486,2025-12-17 15:00:00,1,-1,1.5740494033169523,7.469999999999985,4.745721439402507,-0.024159166271909067,-0.02547916627190907,time,2025-12,SOL
4511,4512,2025-12-18 17:00:00,1,-1,1.6434477778616103,6.339999999999989,3.8577435105661513,-0.0025234025234024265,-0.0038434025234024265,time,2025-12,SOL
4579,4580,2025-12-21 13:00:00,1,-1,0.7010963570695058,2.160000000000011,3.0808889223566043,0.019339698980417548,0.018019698980417546,time,2025-12,SOL
4590,4591,2025-12-22 00:00:00,-1,1,0.8527160063007075,2.5200000000000102,2.9552629262025842,-0.005705229793977804,-0.007025229793977804,time,2025-12,SOL
4677,4678,2025-12-25 15:00:00,-1,1,0.6522636889666632,2.1500000000000057,3.2962129218109686,0.007847896440129442,0.006527896440129442,time,2025-12,SOL
4684,4685,2025-12-25 22:00:00,1,-1,0.7496148786175193,2.0200000000000102,2.6947170575448083,0.01659819227608871,0.015278192276088709,time,2025-12,SOL
4685,4686,2025-12-25 23:00:00,1,-1,0.8403566730019829,2.4000000000000057,2.8559301985745553,0.03201600800400203,0.03069600800400203,time,2025-12,SOL
4688,4689,2025-12-26 02:00:00,-1,1,0.9642724528372296,3.5999999999999943,3.7333846771288806,0.01012965964343598,0.00880965964343598,time,2025-12,SOL
4700,4701,2025-12-26 14:00:00,1,-1,1.0076051092917566,2.9299999999999926,2.9078852151310377,0.001064265247646299,-0.0002557347523537009,time,2025-12,SOL
4752,4753,2025-12-28 18:00:00,1,-1,0.5343479552537215,1.3600000000000136,2.54515805034615,0.03803022915650896,0.036710229156508956,time,2025-12,SOL
4757,4758,2025-12-28 23:00:00,-1,1,0.6000549535722097,1.7000000000000028,2.833073854118975,0.0012777511579619596,-4.224884203804036e-05,time,2025-12,SOL
4758,4759,2025-12-29 00:00:00,-1,1,0.6786224568884807,3.160000000000011,4.656491938814957,0.026692913385826775,0.025372913385826777,time,2025-12,SOL
4759,4760,2025-12-29 01:00:00,-1,1,0.8558637099678756,3.8900000000000006,4.545116184615433,0.04296814296814287,0.04164814296814287,time,2025-12,SOL
4767,4768,2025-12-29 09:00:00,1,-1,0.9872852923364054,2.519999999999996,2.5524537026541028,-0.020945731513805146,-0.022265731513805148,time,2025-12,SOL
4820,4821,2025-12-31 14:00:00,1,-1,0.7251875172079887,2.059999999999988,2.840644593457841,-0.004772889984885804,-0.006092889984885804,time,2025-12,SOL
4863,4864,2026-01-02 09:00:00,-1,1,0.7300079766097929,2.039999999999992,2.7944900129364227,-0.019477508115628463,-0.020797508115628464,time,2026-01,SOL
4868,4869,2026-01-02 14:00:00,-1,1,0.8166627217442489,2.719999999999999,3.330628333555564,-0.03193473193473204,-0.033254731934732044,time,2026-01,SOL
4870,4871,2026-01-02 16:00:00,-1,1,1.038142857014173,3.119999999999976,3.005366726669469,-0.011078850855745852,-0.012398850855745852,time,2026-01,SOL
4927,4928,2026-01-05 01:00:00,-1,1,0.9135631472270896,2.4599999999999795,2.6927531035667784,0.02179956108266269,0.02047956108266269,time,2026-01,SOL
4964,4965,2026-01-06 14:00:00,-1,1,1.154997539674692,4.4199999999999875,3.826847978606856,0.013392542468457077,0.012072542468457077,time,2026-01,SOL
4966,4967,2026-01-06 16:00:00,1,-1,1.4368091030868526,3.8100000000000023,2.651709257558688,-0.001296362981634907,-0.0026163629816349067,time,2026-01,SOL
5037,5038,2026-01-09 15:00:00,-1,1,1.4319435253890693,4.700000000000017,3.2822523491092244,0.019600778266195853,0.018280778266195855,time,2026-01,SOL
5084,5085,2026-01-11 14:00:00,-1,1,0.5357233606571496,2.200000000000017,4.106597101349786,-0.02313883299798792,-0.02445883299798792,time,2026-01,SOL
5085,5086,2026-01-11 15:00:00,1,-1,0.6546002634673543,1.6799999999999784,2.566451762639356,0.029919780299197705,0.028599780299197707,time,2026-01,SOL
5086,5087,2026-01-11 16:00:00,-1,1,0.7278431017911132,3.1500000000000057,4.327855814320869,-0.019357142857142913,-0.020677142857142915,time,2026-01,SOL
5140,5141,2026-01-13 22:00:00,-1,1,1.3632734693110944,5.530000000000001,4.056412836079387,0.014908100748808698,0.013588100748808698,time,2026-01,SOL
5156,5157,2026-01-14 14:00:00,-1,1,1.3094021085324226,3.3499999999999943,2.558419585679966,0.014531313958248217,0.013211313958248217,time,2026-01,SOL
5181,5182,2026-01-15 15:00:00,1,-1,1.2515024884527624,3.469999999999999,2.7726672795433065,-0.011222640457270413,-0.012542640457270413,time,2026-01,SOL
5205,5206,2026-01-16 15:00:00,1,-1,0.9415345382186493,3.4099999999999966,3.6217471176910814,0.02573398734627145,0.024413987346271447,time,2026-01,SOL
5261,5262,2026-01-18 23:00:00,1,-1,0.6104332345369844,5.0,8.190903963137782,-0.027146693764970666,-0.028466693764970664,time,2026-01,SOL
5262,5263,2026-01-19 00:00:00,1,-1,0.9275451463557699,7.969999999999999,8.592573667506445,0.003217599521101518,0.001897599521101518,time,2026-01,SOL
5308,5309,2026-01-20 22:00:00,1,-1,1.137956862347453,2.9099999999999966,2.5572146856226654,0.012529738302934279,0.011209738302934279,time,2026-01,SOL
5324,5325,2026-01-21 14:00:00,-1,1,1.0284280719297956,2.759999999999991,2.6837073737407655,-0.0021633315305570667,-0.0034833315305570667,time,2026-01,SOL
5326,5327,2026-01-21 16:00:00,1,-1,1.1983895110006912,4.910000000000011,4.097165366459202,0.03792224346717659,0.03660224346717659,time,2026-01,SOL
5329,5330,2026-01-21 19:00:00,-1,1,1.4857768788879444,4.52000000000001,3.042179525221232,0.014139110604333056,0.012819110604333056,time,2026-01,SOL
5373,5374,2026-01-23 15:00:00,-1,1,0.9287735917279388,2.5,2.6917216663631334,-0.00015643332029730334,-0.0014764333202973033,time,2026-01,SOL
5422,5423,2026-01-25 16:00:00,1,-1,0.6074130291405849,3.339999999999989,5.49872959545448,-0.0012227928588897504,-0.0025427928588897504,time,2026-01,SOL
5425,5426,2026-01-25 19:00:00,1,-1,0.8964746446872676,4.679999999999993,5.220448818864917,0.04199541868159827,0.04067541868159827,time,2026-01,SOL
5431,5432,2026-01-26 01:00:00,-1,1,1.2085394031250127,3.1700000000000017,2.6230009479236593,-0.006621433826534802,-0.007941433826534802,time,2026-01,SOL
5471,5472,2026-01-27 17:00:00,1,-1,0.9636709712147055,2.769999999999996,2.8744250711510135,0.022433828276307303,0.021113828276307305,time,2026-01,SOL
5516,5517,2026-01-29 14:00:00,1,-1,0.7999472318904184,2.760000000000005,3.450227577483619,-0.05209804736186121,-0.05341804736186121,time,2026-01,SOL
5517,5518,2026-01-29 15:00:00,1,-1,0.9399510010411031,4.329999999999998,4.60662310610237,-0.02697183697779292,-0.028291836977792917,time,2026-01,SOL
5527,5528,2026-01-30 01:00:00,1,-1,1.2205540456816066,5.819999999999993,4.768326335561708,0.004601493314811486,0.003281493314811486,time,2026-01,SOL
5544,5545,2026-01-30 18:00:00,-1,1,1.5608049390024945,4.230000000000004,2.710140065742862,-0.00338782078428056,-0.00470782078428056,time,2026-01,SOL
5558,5559,2026-01-31 08:00:00,1,-1,1.2268555909184522,3.6400000000000006,2.966934353924257,-0.1182376871808188,-0.1195576871808188,time,2026-01,SOL
5564,5565,2026-01-31 14:00:00,1,-1,1.3304314672173019,6.159999999999997,4.6300768974474895,-0.03210714613338226,-0.03342714613338226,time,2026-01,SOL
5567,5568,2026-01-31 17:00:00,1,-1,1.8604219874185175,6.52000000000001,3.5045812423701923,0.012976951384853662,0.011656951384853662,time,2026-01,SOL
5568,5569,2026-01-31 18:00:00,1,-1,2.1932489883171953,7.490000000000009,3.4150249424014687,0.03162443527794159,0.03030443527794159,time,2026-01,SOL
5685,5686,2026-02-05 15:00:00,1,-1,2.059771842644001,5.519999999999996,2.6799084664223374,-0.09321031464395563,-0.09453031464395563,time,2026-02,SOL
5694,5695,2026-02-06 00:00:00,1,-1,2.627591353061685,11.349999999999994,4.319545345882991,0.0835983041865395,0.0822783041865395,time,2026-02,SOL
5765,5766,2026-02-08 23:00:00,1,-1,1.1987742245561308,3.0,2.502556310059809,-0.040161104718066845,-0.04148110471806685,time,2026-02,SOL
5828,5829,2026-02-11 14:00:00,1,-1,0.9385605797752075,3.3500000000000085,3.5692954426046315,0.004630788485606887,0.0033107884856068874,time,2026-02,SOL
5877,5878,2026-02-13 15:00:00,-1,1,0.9731273439418142,3.239999999999995,3.329471749170911,-0.02151442307692298,-0.02283442307692298,time,2026-02,SOL
5947,5948,2026-02-16 13:00:00,1,-1,0.9587331007447268,3.0400000000000063,3.170851196895766,0.024372845083818775,0.023052845083818774,time,2026-02,SOL
5972,5973,2026-02-17 14:00:00,1,-1,0.9389113331687875,2.410000000000011,2.566802545525102,0.01645843344545897,0.01513843344545897,time,2026-02,SOL
6102,6103,2026-02-23 00:00:00,1,-1,0.5763140003096244,1.519999999999996,2.6374511103033704,-0.00799409666707669,-0.00931409666707669,time,2026-02,SOL
6103,6104,2026-02-23 01:00:00,1,-1,0.643720143144651,3.8799999999999955,6.027464017275776,0.032986779617507477,0.031666779617507475,time,2026-02,SOL
6127,6128,2026-02-24 01:00:00,1,-1,0.9166260004116645,2.700000000000003,2.9455852210033426,-0.014431130009019515,-0.015751130009019516,time,2026-02,SOL
6151,6152,2026-02-25 01:00:00,-1,1,0.8377791539857725,3.4200000000000017,4.082221410892353,-0.022449975597852653,-0.023769975597852655,time,2026-02,SOL
6228,6229,2026-02-28 06:00:00,1,-1,0.8396770728918351,4.430000000000007,5.275837751223996,0.06182240578213722,0.06050240578213722,time,2026-02,SOL
6284,6285,2026-03-02 14:00:00,-1,1,1.1067621836575374,3.1099999999999994,2.809998431390495,-0.006658878504672984,-0.007978878504672984,time,2026-03,SOL
6285,6286,2026-03-02 15:00:00,-1,1,1.2498505991105706,3.480000000000004,2.7843327854356925,0.028053177106804966,0.026733177106804965,time,2026-03,SOL
6436,6437,2026-03-08 22:00:00,1,-1,0.7433464477768341,2.25,3.026852427598457,0.020985846754514557,0.019665846754514556,time,2026-03,SOL
6476,6477,2026-03-10 14:00:00,-1,1,0.9532255922202421,3.2700000000000102,3.4304576237651823,0.024980129442488803,0.023660129442488805,time,2026-03,SOL
6524,6525,2026-03-12 14:00:00,1,-1,0.8850230898555099,2.460000000000008,2.779588496839818,0.042120042120042056,0.040800042120042054,time,2026-03,SOL
6534,6535,2026-03-13 00:00:00,-1,1,0.9600672598479855,4.3999999999999915,4.583012236764199,-0.013591800356506225,-0.014911800356506225,time,2026-03,SOL
6603,6604,2026-03-15 21:00:00,-1,1,0.6064619864296313,1.6700000000000017,2.7536763018431563,-0.03679004112481941,-0.03811004112481941,time,2026-03,SOL
6604,6605,2026-03-15 22:00:00,-1,1,0.6824289873989435,3.0799999999999983,4.513290110578861,-0.01360397322392562,-0.01492397322392562,time,2026-03,SOL
6609,6610,2026-03-16 03:00:00,-1,1,0.9214335284745859,2.6899999999999977,2.9193641395416083,-0.00010737678513910787,-0.001427376785139108,time,2026-03,SOL
6665,6666,2026-03-18 11:00:00,1,-1,0.8169422083088123,2.239999999999995,2.7419320206714706,-0.020885456325465044,-0.022205456325465042,time,2026-03,SOL
6749,6750,2026-03-21 23:00:00,1,-1,0.47090759195190923,2.740000000000009,5.818551339643357,-0.008000000000000033,-0.009320000000000033,time,2026-03,SOL
6785,6786,2026-03-23 11:00:00,-1,1,0.809065837696498,5.929999999999993,7.32944060137723,-0.02707865168539322,-0.02839865168539322,time,2026-03,SOL
6811,6812,2026-03-24 13:00:00,1,-1,0.8549831139342066,2.160000000000011,2.5263656846516724,0.011801380538855514,0.010481380538855514,time,2026-03,SOL
6880,6881,2026-03-27 10:00:00,1,-1,0.7773103589326452,2.549999999999997,3.280542926896665,-0.0030142271521581866,-0.004334227152158187,time,2026-03,SOL
6907,6908,2026-03-28 13:00:00,-1,1,0.5602993862033696,1.4599999999999937,2.6057497758351342,0.010925681354304367,0.009605681354304367,time,2026-03,SOL
6940,6941,2026-03-29 22:00:00,1,-1,0.5269665677998068,3.1799999999999926,6.034538421056089,0.03710116250309176,0.03578116250309176,time,2026-03,SOL
6942,6943,2026-03-30 00:00:00,-1,1,0.7249864793784045,1.8400000000000034,2.537978365579451,-0.032750824880850626,-0.03407082488085063,time,2026-03,SOL
6967,6968,2026-03-31 01:00:00,-1,1,0.7907973606893678,1.990000000000009,2.516447447757351,0.024102135783319364,0.022782135783319363,time,2026-03,SOL
6975,6976,2026-03-31 09:00:00,1,-1,0.8269520121919341,2.3900000000000006,2.8901314281405797,0.028951292246520852,0.027631292246520854,time,2026-03,SOL
7006,7007,2026-04-01 16:00:00,-1,1,0.7967208136780018,2.239999999999995,2.811524390406224,0.07431321906550847,0.07299321906550847,time,2026-04,SOL
7007,7008,2026-04-01 17:00:00,1,-1,0.8998121841295728,2.3599999999999994,2.6227695530517066,-0.061263182841568925,-0.06258318284156893,time,2026-04,SOL
7015,7016,2026-04-02 01:00:00,1,-1,1.0196601332599944,2.6200000000000045,2.5694836098215417,-0.019810725552050386,-0.021130725552050388,time,2026-04,SOL
7077,7078,2026-04-04 15:00:00,-1,1,0.38983311074250127,1.3299999999999983,3.4117163559216266,0.00678760952733552,0.00546760952733552,time,2026-04,SOL
7092,7093,2026-04-05 06:00:00,1,-1,0.3416012016026196,0.9399999999999977,2.7517467608134702,0.004274041483343852,0.002954041483343852,time,2026-04,SOL
7098,7099,2026-04-05 12:00:00,1,-1,0.34721114479117127,1.1099999999999994,3.196901990768771,0.0426960597998225,0.0413760597998225,time,2026-04,SOL
7101,7102,2026-04-05 15:00:00,-1,1,0.41426854413491465,1.3199999999999932,3.1863389549801524,-0.03168217249182796,-0.033002172491827964,time,2026-04,SOL
7108,7109,2026-04-05 22:00:00,-1,1,0.4872855628081093,1.5300000000000011,3.139842664705639,-0.025698324022346463,-0.02701832402234646,time,2026-04,SOL
7109,7110,2026-04-05 23:00:00,-1,1,0.561765165464673,1.6399999999999864,2.919369339399025,-0.00684261974584558,-0.00816261974584558,time,2026-04,SOL
7151,7152,2026-04-07 17:00:00,-1,1,0.5881921789595131,2.1199999999999903,3.604264177313918,-0.05172413793103449,-0.05304413793103449,time,2026-04,SOL
7153,7154,2026-04-07 19:00:00,-1,1,0.6956350930824368,1.9200000000000017,2.760067769859435,-0.035175879396984806,-0.03649587939698481,time,2026-04,SOL
7156,7157,2026-04-07 22:00:00,-1,1,0.8220518584191367,2.260000000000005,2.749218284532734,0.007171408417587578,0.005851408417587578,time,2026-04,SOL
7197,7198,2026-04-09 15:00:00,-1,1,0.5925640828770045,2.0,3.3751623795516643,0.010037041462540369,0.008717041462540369,time,2026-04,SOL
7204,7205,2026-04-09 22:00:00,1,-1,0.7577824788747848,1.9500000000000028,2.573297818782399,-0.008101024541338963,-0.009421024541338963,time,2026-04,SOL
7255,7256,2026-04-12 01:00:00,1,-1,0.5755182487584095,2.930000000000007,5.091063587159961,-0.004499574364587189,-0.005819574364587189,time,2026-04,SOL
7276,7277,2026-04-12 22:00:00,1,-1,0.5309797075564388,1.480000000000004,2.7873004917851634,-0.003173053453746533,-0.004493053453746533,time,2026-04,SOL
7300,7301,2026-04-13 22:00:00,-1,1,0.7047654898694616,2.5200000000000102,3.5756574863885158,0.002436477549599649,0.001116477549599649,time,2026-04,SOL
7363,7364,2026-04-16 13:00:00,1,-1,0.5383542014919327,2.450000000000003,4.550907178230161,0.041799504073680556,0.040479504073680554,time,2026-04,SOL
7368,7369,2026-04-16 18:00:00,-1,1,0.8722271533708872,2.530000000000001,2.900620543882791,0.011129848229342428,0.009809848229342428,time,2026-04,SOL
7444,7445,2026-04-19 22:00:00,1,-1,0.6389253636114682,1.7800000000000011,2.785927905473514,0.013381123058542298,0.012061123058542298,time,2026-04,SOL
7611,7612,2026-04-26 21:00:00,-1,1,0.32929836979715005,0.9799999999999898,2.9760244504206814,0.015327878298951231,0.014007878298951231,time,2026-04,SOL
7612,7613,2026-04-26 22:00:00,1,-1,0.37577705766878144,0.9699999999999989,2.5813177792641593,-0.017879801591879078,-0.019199801591879076,time,2026-04,SOL
7619,7620,2026-04-27 05:00:00,1,-1,0.46552987576752525,1.75,3.7591572337108374,-0.016540477577169338,-0.01786047757716934,time,2026-04,SOL
7629,7630,2026-04-27 15:00:00,1,-1,0.530134828355299,1.6200000000000045,3.055826392364986,0.0014284013807878864,0.0001084013807878864,time,2026-04,SOL
7671,7672,2026-04-29 09:00:00,-1,1,0.4014826966825725,1.0799999999999983,2.6900287582104374,0.02802861498768618,0.02670861498768618,time,2026-04,SOL
7680,7681,2026-04-29 18:00:00,1,-1,0.5297751837412746,2.010000000000005,3.794062201640659,0.008147877903441587,0.006827877903441587,time,2026-04,SOL
7755,7756,2026-05-02 21:00:00,-1,1,0.25368928297007903,0.7999999999999972,3.1534639170955905,0.006505026611472468,0.005185026611472468,time,2026-05,SOL
7780,7781,2026-05-03 22:00:00,-1,1,0.2956349542023516,0.8299999999999983,2.8075164597481694,0.007563223824155052,0.006243223824155052,time,2026-05,SOL
7781,7782,2026-05-03 23:00:00,1,-1,0.33451817175932674,0.8999999999999915,2.690436801285365,0.0004769285799450583,-0.0008430714200549417,time,2026-05,SOL
7783,7784,2026-05-04 01:00:00,-1,1,0.3881304644251333,1.4499999999999886,3.7358572256048195,0.009205712262480835,0.007885712262480835,time,2026-05,SOL
7792,7793,2026-05-04 10:00:00,1,-1,0.48329058723593654,1.8400000000000034,3.807233264201229,0.0021433674684447797,0.0008233674684447797,time,2026-05,SOL
7796,7797,2026-05-04 14:00:00,-1,1,0.5492222631727814,1.5300000000000011,2.7857574293536493,0.006236761590962593,0.004916761590962593,time,2026-05,SOL
7838,7839,2026-05-06 08:00:00,-1,1,0.5186793910668124,1.5300000000000011,2.9497990981541005,-0.0014606741573033196,-0.0027806741573033196,time,2026-05,SOL
7843,7844,2026-05-06 13:00:00,1,-1,0.5979463860805205,1.5200000000000102,2.542033927094133,-0.0002264749179027972,-0.0015464749179027971,time,2026-05,SOL
7895,7896,2026-05-08 17:00:00,-1,1,0.6174274678534035,2.3400000000000034,3.7899188517404805,-0.022367703218767018,-0.023687703218767016,time,2026-05,SOL
7943,7944,2026-05-10 17:00:00,-1,1,0.5601540703104014,1.6699999999999875,2.9813226191047413,0.00829531314807131,0.006975313148071311,time,2026-05,SOL
7946,7947,2026-05-10 20:00:00,1,-1,0.6796605293265118,3.200000000000003,4.7082328043544655,0.0030697575950037713,0.0017497575950037713,time,2026-05,SOL
7975,7976,2026-05-12 01:00:00,1,-1,0.8393014654812117,2.1300000000000097,2.5378247121000546,-0.016422409312961215,-0.017742409312961213,time,2026-05,SOL
8010,8011,2026-05-13 12:00:00,1,-1,0.6206746945116023,2.980000000000004,4.801226836458851,-0.020833333333333308,-0.02215333333333331,time,2026-05,SOL
8036,8037,2026-05-14 14:00:00,-1,1,0.6688676062324233,1.6799999999999926,2.5117078243077797,-0.0010842459069716395,-0.0024042459069716395,time,2026-05,SOL
8059,8060,2026-05-15 13:00:00,1,-1,0.682874417909049,1.9399999999999977,2.8409323136459674,0.004163384719252732,0.002843384719252732,time,2026-05,SOL
8079,8080,2026-05-16 09:00:00,1,-1,0.6058313988595396,1.7399999999999949,2.8720861996844262,0.006514657980456053,0.005194657980456053,time,2026-05,SOL
8117,8118,2026-05-17 23:00:00,1,-1,0.44401363300768193,2.8299999999999983,6.37367817026248,-0.0032859992958571404,-0.00460599929585714,time,2026-05,SOL
8137,8138,2026-05-18 19:00:00,-1,1,0.6875147494011372,1.7399999999999949,2.5308547947744096,-0.005531364010827338,-0.006851364010827338,time,2026-05,SOL
8180,8181,2026-05-20 14:00:00,-1,1,0.5245678392259443,1.769999999999996,3.3742060943191245,-0.008620689655172355,-0.009940689655172355,time,2026-05,SOL
8207,8208,2026-05-21 17:00:00,-1,1,0.6067319058739684,1.7999999999999972,2.966713935057005,0.00947596757620731,0.00815596757620731,time,2026-05,SOL
8232,8233,2026-05-22 18:00:00,1,-1,0.5545815179385538,2.030000000000001,3.6604176921469636,-0.013932794754712537,-0.015252794754712537,time,2026-05,SOL
8245,8246,2026-05-23 07:00:00,1,-1,0.5492792489958224,2.8599999999999994,5.206823314786741,0.03384877633020822,0.03252877633020822,time,2026-05,SOL
8258,8259,2026-05-23 20:00:00,-1,1,0.6586782280074358,2.299999999999997,3.4918415429605374,0.00643382352941179,0.00511382352941179,time,2026-05,SOL
