timestamp,open,high,low,close,volume
2026-05-20 06:00:00+00:00,585.38,591.71,583.88,584.93,133.7
2026-05-20 07:00:00+00:00,584.73,593.6,584.66,585.65,152.64
2026-05-20 08:00:00+00:00,585.63,586.88,578.18,579.39,487.54
2026-05-20 09:00:00+00:00,579.71,589.0,578.23,587.44,132.64
2026-05-20 10:00:00+00:00,587.86,589.68,583.59,584.2,107.23
2026-05-20 11:00:00+00:00,583.33,585.69,581.32,582.02,295.06
2026-05-20 12:00:00+00:00,583.19,587.27,579.4,586.9,271.89
2026-05-20 13:00:00+00:00,588.03,592.46,584.84,592.12,225.81
2026-05-20 14:00:00+00:00,592.47,621.0,591.85,616.25,727.81
2026-05-20 15:00:00+00:00,616.5,639.0,611.65,632.34,1111.87
2026-05-20 16:00:00+00:00,632.48,633.98,623.76,632.04,779.45
2026-05-20 17:00:00+00:00,631.2,666.6,631.0,653.63,3278.75
2026-05-20 18:00:00+00:00,653.95,662.0,645.63,651.0,2243.35
2026-05-20 19:00:00+00:00,650.0,688.0,650.0,675.3,1142.57
2026-05-20 20:00:00+00:00,676.54,680.86,665.68,679.29,329.89
2026-05-20 21:00:00+00:00,679.59,683.27,666.5,672.46,406.17
2026-05-20 22:00:00+00:00,672.18,673.14,666.7,669.45,148.32
2026-05-20 23:00:00+00:00,669.0,675.0,662.0,672.59,184.76
2026-05-21 00:00:00+00:00,673.0,678.0,667.6,674.12,137.65
2026-05-21 01:00:00+00:00,673.96,682.52,672.59,676.42,221.19
2026-05-21 02:00:00+00:00,675.69,675.69,659.0,672.72,962.58
2026-05-21 03:00:00+00:00,672.41,677.24,672.0,673.07,330.95
2026-05-21 04:00:00+00:00,673.2,679.0,671.5,672.01,187.53
2026-05-21 05:00:00+00:00,672.12,674.5,669.5,669.96,402.71
2026-05-21 06:00:00+00:00,670.64,673.88,663.5,667.76,173.9
2026-05-21 07:00:00+00:00,667.0,670.0,663.5,664.18,100.79
2026-05-21 08:00:00+00:00,664.54,672.0,661.0,666.17,213.02
2026-05-21 09:00:00+00:00,666.39,670.51,662.67,664.21,128.5
2026-05-21 10:00:00+00:00,664.88,668.56,652.73,660.24,828.66
2026-05-21 11:00:00+00:00,659.0,660.0,651.77,654.27,293.69
2026-05-21 12:00:00+00:00,654.08,666.0,653.0,661.07,402.19
2026-05-21 13:00:00+00:00,661.85,668.52,657.72,667.27,149.53
2026-05-21 14:00:00+00:00,667.76,669.58,645.99,651.0,586.55
2026-05-21 15:00:00+00:00,650.69,660.36,650.69,655.0,249.47
2026-05-21 16:00:00+00:00,654.92,661.13,652.43,659.0,216.25
2026-05-21 17:00:00+00:00,659.63,686.66,659.0,680.73,802.09
2026-05-21 18:00:00+00:00,680.31,683.99,666.32,671.19,492.28
2026-05-21 19:00:00+00:00,671.38,672.0,660.96,666.68,402.1
2026-05-21 20:00:00+00:00,667.42,675.33,666.42,671.0,200.02
2026-05-21 21:00:00+00:00,671.02,677.59,669.58,672.88,493.11
2026-05-21 22:00:00+00:00,673.0,673.24,665.16,667.38,579.05
2026-05-21 23:00:00+00:00,667.17,667.17,661.45,663.63,313.75
2026-05-22 00:00:00+00:00,663.91,665.65,657.85,659.51,208.69
2026-05-22 01:00:00+00:00,658.77,658.99,650.78,656.45,277.0
2026-05-22 02:00:00+00:00,656.63,662.43,656.63,662.26,214.45
2026-05-22 03:00:00+00:00,662.3,662.3,653.0,656.09,345.63
2026-05-22 04:00:00+00:00,656.41,658.84,652.0,655.36,82.61
2026-05-22 05:00:00+00:00,655.65,658.51,654.0,654.29,77.5
2026-05-22 06:00:00+00:00,654.29,655.94,650.57,651.62,108.66
2026-05-22 07:00:00+00:00,651.46,656.24,646.74,655.62,204.76
2026-05-22 08:00:00+00:00,655.79,655.79,645.0,651.21,193.54
2026-05-22 09:00:00+00:00,650.29,652.56,637.55,639.0,213.86
2026-05-22 10:00:00+00:00,638.37,641.63,632.67,639.17,276.99
2026-05-22 11:00:00+00:00,639.42,646.0,637.01,644.15,203.6
2026-05-22 12:00:00+00:00,644.07,645.15,639.0,640.0,115.78
2026-05-22 13:00:00+00:00,639.57,640.2,635.52,637.98,377.91
2026-05-22 14:00:00+00:00,637.28,637.28,627.49,631.8,282.41
2026-05-22 15:00:00+00:00,632.63,635.2,625.21,629.78,193.4
2026-05-22 16:00:00+00:00,629.0,630.78,623.44,627.02,178.67
2026-05-22 17:00:00+00:00,627.63,633.19,621.0,623.41,428.48
2026-05-22 18:00:00+00:00,623.05,624.07,603.3,611.36,654.7
2026-05-22 19:00:00+00:00,611.17,612.55,600.64,606.98,687.81
2026-05-22 20:00:00+00:00,606.63,609.0,590.3,596.54,283.71
2026-05-22 21:00:00+00:00,596.33,607.44,596.03,600.5,436.13
2026-05-22 22:00:00+00:00,600.32,604.85,591.04,592.03,226.06
2026-05-22 23:00:00+00:00,592.55,594.5,581.26,582.92,420.87
2026-05-23 00:00:00+00:00,582.55,590.32,581.26,586.11,330.21
2026-05-23 01:00:00+00:00,586.08,597.0,585.0,593.73,212.73
2026-05-23 02:00:00+00:00,593.16,603.14,592.5,602.4,451.46
2026-05-23 03:00:00+00:00,603.18,610.61,601.11,602.2,297.57
2026-05-23 04:00:00+00:00,602.67,603.78,595.3,596.04,643.4
2026-05-23 05:00:00+00:00,597.0,600.0,594.75,596.04,604.8
2026-05-23 06:00:00+00:00,595.59,596.0,588.89,591.44,371.5
2026-05-23 07:00:00+00:00,591.07,591.22,572.65,574.8,737.79
2026-05-23 08:00:00+00:00,575.06,595.66,574.91,595.0,420.72
2026-05-23 09:00:00+00:00,594.0,599.36,590.65,592.92,441.03
2026-05-23 10:00:00+00:00,593.2,594.06,587.45,590.31,472.98
2026-05-23 11:00:00+00:00,590.01,592.0,584.56,585.2,135.78
2026-05-23 12:00:00+00:00,585.44,586.35,582.13,584.18,257.34
2026-05-23 13:00:00+00:00,584.6,590.01,579.0,582.84,255.26
2026-05-23 14:00:00+00:00,583.09,599.31,582.45,598.29,314.37
2026-05-23 15:00:00+00:00,598.43,609.0,597.91,608.0,231.08
2026-05-23 16:00:00+00:00,607.76,613.74,602.0,602.0,236.25
2026-05-23 17:00:00+00:00,602.74,604.26,598.75,603.32,100.61
2026-05-23 18:00:00+00:00,603.44,621.82,603.44,610.95,496.91
2026-05-23 19:00:00+00:00,611.67,617.0,606.63,615.0,175.14
2026-05-23 20:00:00+00:00,614.65,665.5,613.3,664.0,756.24
2026-05-23 21:00:00+00:00,663.0,669.0,632.0,640.0,805.87
2026-05-23 22:00:00+00:00,641.0,644.0,629.5,636.3,353.23
2026-05-23 23:00:00+00:00,635.58,643.0,630.3,630.3,105.46
2026-05-24 00:00:00+00:00,631.34,638.16,624.0,637.31,542.8
2026-05-24 01:00:00+00:00,636.2,641.0,633.0,636.47,111.75
2026-05-24 02:00:00+00:00,636.86,641.73,627.69,638.49,250.89
2026-05-24 03:00:00+00:00,637.69,642.0,634.83,636.39,149.99
2026-05-24 04:00:00+00:00,636.63,639.51,633.0,637.81,235.08
2026-05-24 05:00:00+00:00,638.38,638.63,630.18,637.33,398.0
2026-05-24 06:00:00+00:00,638.13,640.27,632.04,634.0,354.98
2026-05-24 07:00:00+00:00,633.3,633.3,625.32,628.12,192.58
2026-05-24 08:00:00+00:00,628.27,637.58,624.0,637.45,323.55
2026-05-24 09:00:00+00:00,636.45,650.93,634.94,647.0,464.9
2026-05-24 10:00:00+00:00,648.0,648.76,636.73,638.91,385.34
2026-05-24 11:00:00+00:00,639.01,647.13,636.42,646.62,67.73
2026-05-24 12:00:00+00:00,647.29,658.73,641.55,652.26,146.86
2026-05-24 13:00:00+00:00,653.0,662.3,650.58,653.18,276.27
2026-05-24 14:00:00+00:00,655.0,657.0,638.0,644.8,353.91
2026-05-24 15:00:00+00:00,645.34,662.07,643.77,660.0,296.8
2026-05-24 16:00:00+00:00,660.19,676.0,655.0,675.0,646.32
2026-05-24 17:00:00+00:00,676.0,686.39,666.61,668.42,788.01
2026-05-24 18:00:00+00:00,669.68,674.0,660.86,674.0,557.48
2026-05-24 19:00:00+00:00,673.0,677.38,664.51,669.0,755.89
2026-05-24 20:00:00+00:00,669.4,677.71,667.08,675.0,161.68
2026-05-24 21:00:00+00:00,675.38,677.87,651.39,655.01,345.06
2026-05-24 22:00:00+00:00,655.19,673.8,655.09,661.0,467.94
2026-05-24 23:00:00+00:00,662.0,669.0,661.69,662.68,361.16
2026-05-25 00:00:00+00:00,663.88,667.78,657.0,658.5,345.24
2026-05-25 01:00:00+00:00,658.11,658.11,652.0,652.18,113.0
2026-05-25 02:00:00+00:00,652.71,661.27,646.43,649.62,328.1
2026-05-25 03:00:00+00:00,650.0,652.67,645.7,649.0,79.46
2026-05-25 04:00:00+00:00,650.0,663.0,649.78,663.0,185.45
2026-05-25 05:00:00+00:00,662.48,665.0,659.56,660.28,128.79
2026-05-25 06:00:00+00:00,660.9,663.36,656.0,658.02,192.0
2026-05-25 07:00:00+00:00,657.4,663.93,656.66,662.37,238.41
2026-05-25 08:00:00+00:00,662.01,667.0,659.44,664.7,116.72
2026-05-25 09:00:00+00:00,663.82,665.0,657.14,658.29,119.04
2026-05-25 10:00:00+00:00,658.73,675.0,658.54,663.81,163.34
2026-05-25 11:00:00+00:00,663.38,671.81,660.61,667.0,222.89
2026-05-25 12:00:00+00:00,667.17,678.22,666.0,669.22,233.53
2026-05-25 13:00:00+00:00,669.46,675.07,666.15,673.93,193.59
2026-05-25 14:00:00+00:00,673.5,684.5,670.58,675.01,320.85
2026-05-25 15:00:00+00:00,675.0,679.0,670.39,671.0,177.49
2026-05-25 16:00:00+00:00,670.0,677.54,663.9,667.41,381.58
2026-05-25 17:00:00+00:00,667.19,671.29,662.44,662.53,372.49
2026-05-25 18:00:00+00:00,662.8,670.33,658.02,660.21,168.47
2026-05-25 19:00:00+00:00,659.2,662.12,655.52,657.89,431.84
2026-05-25 20:00:00+00:00,658.36,660.42,643.72,648.44,421.62
2026-05-25 21:00:00+00:00,648.58,653.77,647.92,650.23,566.78
2026-05-25 22:00:00+00:00,650.0,653.58,646.05,647.0,149.61
2026-05-25 23:00:00+00:00,646.71,664.22,646.56,651.29,160.5
2026-05-26 00:00:00+00:00,652.15,652.15,630.64,637.1,331.1
2026-05-26 01:00:00+00:00,636.01,638.82,630.9,631.95,302.04
2026-05-26 02:00:00+00:00,631.88,632.9,625.24,628.73,260.03
2026-05-26 03:00:00+00:00,628.88,628.88,618.67,619.07,281.04
2026-05-26 04:00:00+00:00,619.53,627.0,615.22,622.19,389.76
2026-05-26 05:00:00+00:00,621.98,626.99,620.0,622.48,186.81
2026-05-26 06:00:00+00:00,621.94,624.93,618.0,620.2,211.15
2026-05-26 07:00:00+00:00,620.5,620.61,611.13,615.57,237.33
2026-05-26 08:00:00+00:00,615.0,617.22,609.0,611.99,503.42
2026-05-26 09:00:00+00:00,612.0,614.0,603.03,605.82,409.19
2026-05-26 10:00:00+00:00,604.96,626.43,602.74,620.65,625.57
2026-05-26 11:00:00+00:00,621.97,629.71,616.0,618.89,219.51
2026-05-26 12:00:00+00:00,619.0,619.88,610.35,616.0,313.66
2026-05-26 13:00:00+00:00,616.02,625.65,614.0,623.44,211.44
2026-05-26 14:00:00+00:00,624.0,626.09,610.0,610.0,374.74
2026-05-26 15:00:00+00:00,611.0,612.57,605.13,608.28,139.35
2026-05-26 16:00:00+00:00,608.77,616.0,605.2,610.0,257.94
2026-05-26 17:00:00+00:00,609.79,610.05,578.26,596.57,979.86
2026-05-26 18:00:00+00:00,595.6,600.23,585.27,586.73,398.41
2026-05-26 19:00:00+00:00,586.71,586.84,581.9,584.02,135.04
2026-05-26 20:00:00+00:00,584.2,591.07,584.2,589.62,212.42
2026-05-26 21:00:00+00:00,590.37,591.07,568.43,575.71,1184.19
2026-05-26 22:00:00+00:00,576.65,581.49,566.8,571.72,372.01
2026-05-26 23:00:00+00:00,571.99,574.11,567.4,568.0,562.41
2026-05-27 00:00:00+00:00,569.0,582.49,569.0,580.76,417.19
2026-05-27 01:00:00+00:00,581.15,581.15,570.6,571.46,399.32
2026-05-27 02:00:00+00:00,572.0,572.0,561.33,564.59,430.58
2026-05-27 03:00:00+00:00,564.0,569.0,563.95,567.2,199.96
2026-05-27 04:00:00+00:00,567.39,571.82,563.9,571.54,100.83
2026-05-27 05:00:00+00:00,570.92,573.74,566.22,573.19,242.3
2026-05-27 06:00:00+00:00,572.77,576.98,570.0,575.16,279.99
2026-05-27 07:00:00+00:00,575.0,576.17,572.06,574.53,111.44
2026-05-27 08:00:00+00:00,574.58,580.57,572.92,572.92,252.25
2026-05-27 09:00:00+00:00,573.26,574.72,562.65,565.58,416.45
2026-05-27 10:00:00+00:00,565.72,571.52,565.45,571.03,123.28
2026-05-27 11:00:00+00:00,570.91,575.52,569.81,572.61,97.99
2026-05-27 12:00:00+00:00,572.62,582.86,570.0,571.0,228.09
2026-05-27 13:00:00+00:00,572.0,578.57,566.8,576.39,294.45
2026-05-27 14:00:00+00:00,577.0,578.39,564.28,569.17,259.29
2026-05-27 15:00:00+00:00,569.15,577.0,565.68,569.68,592.58
2026-05-27 16:00:00+00:00,570.6,572.67,551.43,557.0,644.69
2026-05-27 17:00:00+00:00,556.91,557.42,548.01,551.29,545.13
2026-05-27 18:00:00+00:00,550.0,553.33,542.81,553.33,548.6
2026-05-27 19:00:00+00:00,552.37,559.15,551.72,555.0,316.78
2026-05-27 20:00:00+00:00,554.9,556.01,548.0,553.98,317.85
2026-05-27 21:00:00+00:00,553.4,553.4,541.29,547.0,178.27
2026-05-27 22:00:00+00:00,546.0,549.14,543.69,544.66,164.33
2026-05-27 23:00:00+00:00,544.0,545.37,539.84,541.76,230.3
2026-05-28 00:00:00+00:00,541.95,545.0,531.97,535.91,209.02
2026-05-28 01:00:00+00:00,536.0,536.58,526.03,534.55,430.15
2026-05-28 02:00:00+00:00,535.0,546.71,531.25,544.5,370.12
2026-05-28 03:00:00+00:00,544.36,545.0,534.26,536.93,468.87
2026-05-28 04:00:00+00:00,536.0,543.86,530.69,537.43,787.41
2026-05-28 05:00:00+00:00,537.0,538.0,523.27,527.51,464.83
2026-05-28 06:00:00+00:00,527.28,527.75,523.0,525.38,148.71
2026-05-28 07:00:00+00:00,525.0,528.3,523.28,524.64,79.91
2026-05-28 08:00:00+00:00,525.54,528.03,523.43,523.62,148.03
2026-05-28 09:00:00+00:00,523.69,536.95,520.55,533.0,107.84
2026-05-28 10:00:00+00:00,533.0,535.43,527.0,527.0,155.83
2026-05-28 11:00:00+00:00,526.83,527.95,523.79,525.84,130.55
2026-05-28 12:00:00+00:00,525.79,531.55,523.36,528.55,191.91
2026-05-28 13:00:00+00:00,527.89,534.34,521.32,532.0,380.98
2026-05-28 14:00:00+00:00,532.26,545.0,523.67,527.85,373.95
2026-05-28 15:00:00+00:00,527.0,537.84,527.0,537.45,277.75
2026-05-28 16:00:00+00:00,537.8,549.18,534.49,545.07,309.99
2026-05-28 17:00:00+00:00,546.0,546.0,535.67,545.0,157.13
2026-05-28 18:00:00+00:00,544.91,563.76,544.18,557.26,649.55
2026-05-28 19:00:00+00:00,556.0,556.53,549.0,552.75,142.0
2026-05-28 20:00:00+00:00,554.0,557.21,545.0,553.07,111.1
2026-05-28 21:00:00+00:00,553.6,561.1,550.74,554.35,218.98
2026-05-28 22:00:00+00:00,554.83,556.3,543.0,547.4,251.55
2026-05-28 23:00:00+00:00,549.0,553.0,544.73,547.39,228.81
2026-05-29 00:00:00+00:00,549.0,560.99,544.0,558.11,234.74
2026-05-29 01:00:00+00:00,559.0,563.0,547.87,552.22,401.39
2026-05-29 02:00:00+00:00,552.15,552.15,538.63,539.96,799.9
2026-05-29 03:00:00+00:00,539.88,545.72,528.48,531.66,223.5
2026-05-29 04:00:00+00:00,531.73,536.17,531.54,535.34,182.37
2026-05-29 05:00:00+00:00,535.78,539.93,534.95,536.28,332.79
2026-05-29 06:00:00+00:00,535.73,544.78,534.73,542.75,156.67
2026-05-29 07:00:00+00:00,542.57,546.06,536.29,541.22,344.89
